"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"one of the most [[significant]] moviegoing pleasures of the year . ","one of the most [[sginificant]] moviegoing pleasures of the year . ",0.0009936690330505371,0.99945068359375,1,0,1,205,"Successful"
"the son 's room is a triumph of gentility that earns its [[moments]] of pathos . ","the son 's room is a triumph of gentility that earns its [[miments]] of pathos . ",0.0011336803436279297,0.6919763088226318,1,0,1,188,"Successful"
"what the film lacks in general [[focus]] it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ","what the film lacks in general [[fcous]] it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",0.020608365535736084,0.5874006748199463,1,0,1,411,"Successful"
"one of those energetic surprises , an original that pleases almost [[everyone]] who sees it . ","one of those energetic surprises , an original that pleases almost [[evrryone]] who sees it . ",0.0009897947311401367,0.03847914934158325,1,1,1,285,"Failed"
"this is wild surreal [[stuff]] , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ","this is wild surreal [[stiff]] , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",0.4035600423812866,0.9932805299758911,1,0,1,331,"Successful"
"or doing last year 's [[taxes]] with your ex-wife . ","or doing last year 's [[txaes]] with your ex-wife . ",0.08542817831039429,0.8521970510482788,0,1,0,90,"Successful"
"a [[rewarding]] work of art for only the most patient and challenge-hungry moviegoers . ","a [[rewarxing]] work of art for only the most patient and challenge-hungry moviegoers . ",0.0010543465614318848,0.9850006699562073,1,0,1,279,"Successful"
"a [[good]] piece of work more often than not . ","a [[goQod]] piece of work more often than not . ",0.0010324716567993164,0.9905650019645691,1,0,1,73,"Successful"
"a [[beguiling]] splash of pastel colors and prankish comedy from disney . ","a [[begulling]] splash of pastel colors and prankish comedy from disney . ",0.11390143632888794,0.9994416832923889,1,0,1,257,"Successful"
"it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ","it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ",0.9080734252929688,0.9080734252929688,0,0,1,1,"Skipped"
"puts a human [[face]] on a land most westerners are unfamiliar with . ","puts a human [[fade]] on a land most westerners are unfamiliar with . ",0.12472623586654663,0.9994612336158752,1,0,1,190,"Successful"
"montias ... pumps a lot of energy into his [[nicely]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ","montias ... pumps a lot of energy into his [[nicley]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ",0.0038186311721801758,0.08773499727249146,1,1,1,468,"Failed"
"atom egoyan has conjured up a multilayered work that tackles any [[number]] of fascinating issues ","atom egoyan has conjured up a multilayered work that tackles any [[numbsr]] of fascinating issues ",0.0010974407196044922,0.9777219295501709,1,0,1,354,"Successful"
"a [[compelling]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ","a [[conpelling]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ",0.0010268688201904297,0.9994282722473145,1,0,1,548,"Successful"
"at the very least , if you do n't know [[anything]] about derrida when you walk into the theater , you wo n't know much more when you leave . ","at the very least , if you do n't know [[angthing]] about derrida when you walk into the theater , you wo n't know much more when you leave . ",0.04685652256011963,0.2660542130470276,0,0,0,229,"Failed"
"do n't be fooled by the impressive cast list - eye see you is pure [[junk]] . ","do n't be fooled by the impressive cast list - eye see you is pure [[jujk]] . ",0.11300891637802124,0.9905254244804382,0,1,0,149,"Successful"
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've [[lost]] weight ! ","/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've [[list]] weight ! ",0.001428365707397461,0.0016956329345703125,0,0,0,190,"Failed"
"director andrew niccol ... demonstrates a wry [[understanding]] of the quirks of fame . ","director andrew niccol ... demonstrates a wry [[uhderstanding]] of the quirks of fame . ",0.11368435621261597,0.9994415640830994,1,0,1,316,"Successful"
"... [[takes]] the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ","... [[taeks]] the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ",0.0011662840843200684,0.9062925577163696,1,0,1,374,"Successful"
"there ought to be a directing [[license]] , so that ed burns can have his revoked . ","there ought to be a directing [[lpicense]] , so that ed burns can have his revoked . ",0.0014128684997558594,0.003041982650756836,0,0,0,180,"Failed"
"there is no pleasure in [[watching]] a child suffer . ","there is no pleasure in [[warching]] a child suffer . ",0.0014440417289733887,0.609966516494751,0,1,0,153,"Successful"
"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and knows the form 's history . ","at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreahing]] to see a cartoon that knows what it is , and knows the form 's history . ",0.001077115535736084,0.506310224533081,1,0,1,448,"Successful"
"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet [[failing]] to exploit them . ","there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet [[failjng]] to exploit them . ",0.001415848731994629,0.0014757513999938965,0,0,0,358,"Failed"
"( a ) [[shapeless]] blob of desperate entertainment . ","( a ) [[shapless]] blob of desperate entertainment . ",0.0014033913612365723,0.0014296770095825195,0,0,0,205,"Failed"
"( grant 's ) bumbling magic takes over the film , and it turns out to be another [[winning]] star vehicle . ","( grant 's ) bumbling magic takes over the film , and it turns out to be another [[wibning]] star vehicle . ",0.12394654750823975,0.999272346496582,1,0,1,277,"Successful"
"for the most part stevens glides through on some [[solid]] performances and witty dialogue . ","for the most part stevens glides through on some [[sopid]] performances and witty dialogue . ",0.0010088086128234863,0.9879524111747742,1,0,1,250,"Successful"
"as [[vulgar]] as it is banal . ","as [[vugar]] as it is banal . ",0.0014064908027648926,0.016384422779083252,0,0,0,55,"Failed"
"if you can stomach the rough content , it 's worth [[checking]] out for the performances alone . ","if you can stomach the rough content , it 's worth [[cgecking]] out for the performances alone . ",0.029713749885559082,0.9982316493988037,1,0,1,262,"Successful"
"uses high comedy to evoke [[surprising]] poignance . ","uses high comedy to evoke [[surpising]] poignance . ",0.0010176301002502441,0.025374770164489746,1,1,1,201,"Failed"
"director of photography benoit delhomme shot the movie in [[delicious]] colors , and the costumes and sets are grand . ","director of photography benoit delhomme shot the movie in [[delicoous]] colors , and the costumes and sets are grand . ",0.0010350942611694336,0.9590729475021362,1,0,1,388,"Successful"
"a quiet , [[pure]] , elliptical film ","a quiet , [[prue]] , elliptical film ",0.0010009407997131348,0.15037333965301514,1,1,1,108,"Failed"
"a dumb movie with dumb characters doing dumb [[things]] and you have to be really dumb not to see where this is going . ","a dumb movie with dumb characters doing dumb [[thijgs]] and you have to be really dumb not to see where this is going . ",0.0014086365699768066,0.0017322301864624023,0,0,0,220,"Failed"
"if you believe any of this , i can make you a real deal on leftover enron [[stock]] that will double in value a week from friday . ","if you believe any of this , i can make you a real deal on leftover enron [[stok]] that will double in value a week from friday . ",0.0020443201065063477,0.10534894466400146,0,0,0,269,"Failed"
"i 'm just too bored to [[care]] . ","i 'm just too bored to [[csre]] . ",0.0014082789421081543,0.0014290809631347656,0,0,0,38,"Failed"
"not since tom cruise in risky business has an actor made such a [[strong]] impression in his underwear . ","not since tom cruise in risky business has an actor made such a [[strobg]] impression in his underwear . ",0.007734477519989014,0.9988068342208862,1,0,1,313,"Successful"
"made with no [[discernible]] craft and monstrously sanctimonious in dealing with childhood loss . ","made with no [[disKcernible]] craft and monstrously sanctimonious in dealing with childhood loss . ",0.001596987247467041,0.9053078889846802,0,1,0,372,"Successful"
"a [[giggle]] a minute . ","a [[gigdle]] a minute . ",0.03052234649658203,0.999471127986908,1,0,1,63,"Successful"
"i 've always dreamed of attending cannes , but after [[seeing]] this film , it 's not that big a deal . ","i 've always dreamed of attending cannes , but after [[sefing]] this film , it 's not that big a deal . ",0.02032637596130371,0.6991938352584839,0,1,0,205,"Successful"
"[[exquisitely]] nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","[[exsuisitely]] nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",0.0009979605674743652,0.0010313987731933594,1,1,1,572,"Failed"
"movie fans , get [[ready]] to take off ... the other direction . ","movie fans , get [[reaxy]] to take off ... the other direction . ",0.006097555160522461,0.8759076595306396,0,1,0,130,"Successful"
"the cold turkey [[would]] 've been a far better title . ","the cold turkey [[wojld]] 've been a far better title . ",0.0014145374298095703,0.0014478564262390137,0,0,0,118,"Failed"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9921916723251343,0.9921916723251343,1,1,0,1,"Skipped"
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",0.991340160369873,0.991340160369873,0,0,1,1,"Skipped"
"from the opening scenes , it 's clear that all about the benjamins is a totally [[formulaic]] movie . ","from the opening scenes , it 's clear that all about the benjamins is a totally [[formklaic]] movie . ",0.0017144083976745605,0.5663585066795349,0,1,0,245,"Successful"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[never]] really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[nrver]] really builds up a head of emotional steam . ",0.006544649600982666,0.9385965466499329,0,1,0,640,"Successful"
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , [[effective]] little film . ","first-time writer-director serry shows a remarkable gift for storytelling with this moving , [[effecyive]] little film . ",0.0010004639625549316,0.0013756752014160156,1,1,1,477,"Failed"
"what better [[message]] than ` love thyself ' could young women of any size receive ? ","what better [[messsge]] than ` love thyself ' could young women of any size receive ? ",0.46742647886276245,0.9994484186172485,1,0,1,240,"Successful"
"thekids will probably stay amused at the kaleidoscope of big , [[colorful]] characters . ","thekids will probably stay amused at the kaleidoscope of big , [[colprful]] characters . ",0.0011953115463256836,0.9991703033447266,1,0,1,320,"Successful"
"blanchett 's [[performance]] confirms her power once again . ","blanchett 's [[peformance]] confirms her power once again . ",0.0010991096496582031,0.9993993043899536,1,0,1,190,"Successful"
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is haunting . ","whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[sexuctive]] as it is haunting . ",0.024006545543670654,0.9972343444824219,1,0,1,581,"Successful"
"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather [[clumsy]] original was railing against . ","this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather [[cljmsy]] original was railing against . ",0.00141066312789917,0.0014434456825256348,0,0,0,451,"Failed"
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my interest from start to finish . ",0.9994560480117798,0.9994560480117798,0,0,1,1,"Skipped"
"[[another]] in-your-face wallow in the lower depths made by people who have never sung those blues . ","[[anothsr]] in-your-face wallow in the lower depths made by people who have never sung those blues . ",0.0045792460441589355,0.9666440486907959,0,1,0,287,"Successful"
"falls neatly into the category of good stupid fun . ","falls neatly into the category of good stupid fun . ",0.9994619488716125,0.9994619488716125,0,0,1,1,"Skipped"
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the [[sight]] of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis . ","stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the [[soght]] of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis . ",0.03725278377532959,0.9993607997894287,1,0,1,683,"Successful"
"sit through this one , and you wo n't need a magic [[watch]] to stop time ; your dvd player will do it for you . ","sit through this one , and you wo n't need a magic [[watfh]] to stop time ; your dvd player will do it for you . ",0.15402847528457642,0.8810687065124512,0,1,0,118,"Successful"
"charles ' [[entertaining]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ","charles ' [[entertainung]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",0.05270904302597046,0.9990713000297546,1,0,1,649,"Successful"
"not [[exactly]] the bees knees ","not [[exiactly]] the bees knees ",0.0014377236366271973,0.9276387691497803,0,1,0,70,"Successful"
"the fly-on-the-wall method used to document rural french school life is a [[refreshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ","the fly-on-the-wall method used to document rural french school life is a [[refrewhing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ",0.0010912418365478516,0.9980154037475586,1,0,1,631,"Successful"
"more romantic , more emotional and ultimately more satisfying than the [[teary-eyed]] original . ","more romantic , more emotional and ultimately more satisfying than the [[tewry-eyed]] original . ",0.0010152459144592285,0.002692699432373047,1,1,1,325,"Failed"
"against all odds in heaven and hell , it creeped me out just fine . ","against all odds in heaven and hell , it creeped me out just fine . ",0.5594198703765869,0.5594198703765869,0,0,1,1,"Skipped"
"it 's a remarkably [[solid]] and subtly satirical tour de force . ","it 's a remarkably [[sopid]] and subtly satirical tour de force . ",0.0009967684745788574,0.23999309539794922,1,1,1,200,"Failed"
"it 's everything you do n't go to the movies for . ","it 's everything you do n't go to the movies for . ",0.9690095782279968,0.9690095782279968,1,1,0,1,"Skipped"
"... an otherwise [[intense]] , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ","... an otherwise [[inyense]] , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",0.0010543465614318848,0.4465619921684265,1,1,1,432,"Failed"
"the acting , costumes , [[music]] , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , [[mudic]] , cinematography and sound are all astounding given the production 's austere locales . ",0.13153010606765747,0.9994478821754456,1,0,1,439,"Successful"
"the script is n't very good ; not even someone as [[gifted]] as hoffman ( the actor ) can make it work . ","the script is n't very good ; not even someone as [[giftsd]] as hoffman ( the actor ) can make it work . ",0.0014269351959228516,0.0015031099319458008,0,0,0,209,"Failed"
"[[beautifully]] observed , miraculously unsentimental comedy-drama . ","[[beautiuflly]] observed , miraculously unsentimental comedy-drama . ",0.006181061267852783,0.9994499683380127,1,0,1,351,"Successful"
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable [[performance]] in a big , brassy , disturbing , unusual and highly successful film . ","belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable [[peformance]] in a big , brassy , disturbing , unusual and highly successful film . ",0.0010660290718078613,0.23053014278411865,1,1,1,615,"Failed"
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[little]] of the nervy originality of its groundbreaking small-screen progenitor . ","as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[liftle]] of the nervy originality of its groundbreaking small-screen progenitor . ",0.009794414043426514,0.9618807435035706,0,1,0,608,"Successful"
"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a [[significant]] character study that is both moving and wise . ","building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a [[sidnificant]] character study that is both moving and wise . ",0.001004636287689209,0.02414405345916748,1,1,1,714,"Failed"
"[[thanks]] to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ","[[tanks]] to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",0.0012972354888916016,0.9965922832489014,1,0,1,543,"Successful"
"an overemphatic , would-be wacky , ultimately [[tedious]] sex farce . ","an overemphatic , would-be wacky , ultimately [[tedjous]] sex farce . ",0.0014088749885559082,0.0014623403549194336,0,0,0,261,"Failed"
"candid and comfortable ; a film that deftly balances action and [[reflection]] as it lets you grasp and feel the passion others have for their work . ","candid and comfortable ; a film that deftly balances action and [[refledtion]] as it lets you grasp and feel the passion others have for their work . ",0.0010253190994262695,0.49024587869644165,1,1,1,421,"Failed"
"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a [[rejected]] tv show . ","partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a [[rejecyed]] tv show . ",0.001449286937713623,0.0036181211471557617,0,0,0,510,"Failed"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0.8754352331161499,0.8754352331161499,1,1,0,1,"Skipped"
"[[smart]] , provocative and blisteringly funny . ","[[smaft]] , provocative and blisteringly funny . ",0.0009989142417907715,0.003665328025817871,1,1,1,187,"Failed"
"hit and [[miss]] as far as the comedy goes and a big ole ' miss in the way of story . ","hit and [[mciss]] as far as the comedy goes and a big ole ' miss in the way of story . ",0.001407921314239502,0.0014368891716003418,0,0,0,101,"Failed"
"[[good]] film , but very glum . ","[[goid]] film , but very glum . ",0.0010738968849182129,0.9994698166847229,1,0,1,40,"Successful"
"every nanosecond of the the new guy reminds you that you could be doing [[something]] else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing [[somrthing]] else far more pleasurable . ",0.037839293479919434,0.840503990650177,0,1,0,281,"Successful"
"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ","american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ",0.9888476133346558,0.9888476133346558,1,1,0,1,"Skipped"
"it [[appears]] that something has been lost in the translation to the screen . ","it [[apoears]] that something has been lost in the translation to the screen . ",0.0014200210571289062,0.0851631760597229,0,0,0,199,"Failed"
"but it could have been [[worse]] . ","but it could have been [[wodse]] . ",0.0014181137084960938,0.0016042590141296387,0,0,0,46,"Failed"
"like being trapped at a [[perpetual]] frat party ... how can something so gross be so boring ? ","like being trapped at a [[perpehual]] frat party ... how can something so gross be so boring ? ",0.0014048218727111816,0.0014098286628723145,0,0,0,244,"Failed"
"it 's like every bad [[idea]] that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every bad [[ifea]] that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.11443197727203369,0.8269066214561462,0,1,0,535,"Successful"
"how do you [[spell]] cliché ? ","how do you [[sprell]] cliché ? ",0.0047792792320251465,0.0330236554145813,0,0,0,51,"Failed"
"something like scrubbing the [[toilet]] . ","something like scrubbing the [[toiket]] . ",0.0014081597328186035,0.0014377236366271973,0,0,0,148,"Failed"
"this tenth feature is a big deal , [[indeed]] -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ","this tenth feature is a big deal , [[idneed]] -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",0.007926404476165771,0.9822259545326233,1,0,1,558,"Successful"
"chilling , [[well-acted]] , and finely directed : david jacobson 's dahmer . ","chilling , [[welo-acted]] , and finely directed : david jacobson 's dahmer . ",0.0010970830917358398,0.0022211670875549316,1,1,1,271,"Failed"
"this piece of channel 5 grade trash is , quite frankly , an [[insult]] to the intelligence of the true genre enthusiast . ","this piece of channel 5 grade trash is , quite frankly , an [[isult]] to the intelligence of the true genre enthusiast . ",0.0014164447784423828,0.549589216709137,0,1,0,381,"Successful"
"few films capture so [[perfectly]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ","few films capture so [[perfecfly]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ",0.0010336637496948242,0.02561277151107788,1,1,1,349,"Failed"
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most [[compelling]] variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most [[conpelling]] variations on in the company of men . ",0.0010128617286682129,0.9868794679641724,1,0,1,461,"Successful"
"a superbly [[acted]] and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ","a superbly [[ached]] and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ",0.001012265682220459,0.9418493509292603,1,0,1,309,"Successful"
"there are some [[wonderfully]] fresh moments that smooth the moral stiffness with human kindness and hopefulness . ","there are some [[wojderfully]] fresh moments that smooth the moral stiffness with human kindness and hopefulness . ",0.0010027289390563965,0.01530313491821289,1,1,1,374,"Failed"
"just as moving , [[uplifting]] and funny as ever . ","just as moving , [[uplitfing]] and funny as ever . ",0.0009889602661132812,0.015308558940887451,1,1,1,114,"Failed"
"bad . ","bad . ",0.0014237165451049805,0.0014237165451049805,0,0,0,1,"Failed"
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.6116520166397095,0.6116520166397095,0,0,1,1,"Skipped"
"an occasionally funny , but overall [[limp]] , fish-out-of-water story . ","an occasionally funny , but overall [[liamp]] , fish-out-of-water story . ",0.0014768242835998535,0.9993512034416199,0,1,0,271,"Successful"
"my big fat greek wedding uses stereotypes in a delightful [[blend]] of sweet romance and lovingly dished out humor . ","my big fat greek wedding uses stereotypes in a delightful [[biend]] of sweet romance and lovingly dished out humor . ",0.02581620216369629,0.7764529585838318,1,0,1,390,"Successful"
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many [[drugs]] they do or how much artistic license avary employs . ","characters still need to function according to some set of believable and comprehensible impulses , no matter how many [[drus]] they do or how much artistic license avary employs . ",0.008477330207824707,0.5627908110618591,0,1,0,611,"Successful"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9420259594917297,0.9420259594917297,0,0,1,1,"Skipped"
"too [[slow]] , too long and too little happens . ","too [[sylow]] , too long and too little happens . ",0.0014066100120544434,0.0014147758483886719,0,0,0,85,"Failed"
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that [[dreadful]] sabrina remake . ","it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that [[drewdful]] sabrina remake . ",0.14929097890853882,0.9772748947143555,0,1,0,365,"Successful"
"corpus collosum -- while undeniably interesting -- [[wore]] out its welcome well before the end credits rolled about 45 minutes in . ","corpus collosum -- while undeniably interesting -- [[wUore]] out its welcome well before the end credits rolled about 45 minutes in . ",0.001529991626739502,0.016520023345947266,0,0,0,370,"Failed"
"this is a [[shameless]] sham , calculated to cash in on the popularity of its stars . ","this is a [[shzmeless]] sham , calculated to cash in on the popularity of its stars . ",0.0014147758483886719,0.07565158605575562,0,0,0,232,"Failed"
"like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of [[things]] he does well . ","like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of [[thints]] he does well . ",0.003115355968475342,0.9859347939491272,1,0,1,219,"Successful"
"if the movie [[succeeds]] in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie [[sicceeds]] in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0.1324763298034668,0.6971056461334229,0,1,0,334,"Successful"
"it all drags on so interminably it 's like watching a [[miserable]] relationship unfold in real time . ","it all drags on so interminably it 's like watching a [[miserabEle]] relationship unfold in real time . ",0.0014050602912902832,0.0014122724533081055,0,0,0,355,"Failed"
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the [[smarter]] , savvier spoofs to come along in some time . ","not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the [[smatter]] , savvier spoofs to come along in some time . ",0.0017033219337463379,0.9865772128105164,1,0,1,363,"Successful"
