"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it 's [[one]] [[heck]] of a character study -- not of hearst or davies but of the unique [[relationship]] between them . ","it 's [[1]] [[hell]] of a character study -- not of hearst or davies but of the unique [[relation]] between them . ",0.0015411376953125,0.15836584568023682,1,1,1,32,"Failed"
"puts a [[human]] face on a land most westerners are unfamiliar with . ","puts a [[bad]] face on a land most westerners are unfamiliar with . ",0.0014910101890563965,0.9987545609474182,1,0,1,54,"Successful"
"montias ... pumps a [[lot]] of energy into his [[nicely]] nuanced narrative and surrounds himself with a [[cast]] of quirky -- but not stereotyped -- street characters . ","montias ... pumps a [[ton]] of energy into his [[overly]] nuanced narrative and surrounds himself with a [[set]] of quirky -- but not stereotyped -- street characters . ",0.0015811920166015625,0.08222442865371704,1,1,1,58,"Failed"
"atom egoyan has conjured up a [[multilayered]] work that tackles any number of fascinating issues ","atom egoyan has conjured up a [[lengthy]] work that tackles any number of fascinating issues ",0.001428842544555664,0.0014989376068115234,1,1,1,38,"Failed"
"a compelling spanish film about the [[withering]] effects of jealousy in the life of a [[young]] monarch [[whose]] sexual passion for her husband becomes an obsession . ","a compelling spanish film about the [[disastrous]] effects of jealousy in the life of a [[former]] monarch [[his]] sexual passion for her husband becomes an obsession . ",0.001673877239227295,0.18158644437789917,1,1,1,85,"Failed"
"at the very least , if you do n't know [[anything]] about derrida when you walk into the theater , you wo n't know [[much]] more when you leave . ","at the very least , if you do n't know [[things]] about derrida when you walk into the theater , you wo n't know [[far]] more when you leave . ",0.03872770071029663,0.6597394943237305,0,1,0,50,"Successful"
"do n't be fooled by the impressive cast list - eye [[see]] you is pure junk . ","do n't be fooled by the impressive cast list - eye [[ging]] you is pure junk . ",0.0042931437492370605,0.07239758968353271,0,0,0,33,"Failed"
"/ but daphne , you 're too buff / [[fred]] thinks he 's tough / and velma - wow , you 've [[lost]] weight ! ","/ but daphne , you 're too buff / [[daphne]] thinks he 's tough / and velma - wow , you 've [[put]] weight ! ",0.0030364394187927246,0.33116763830184937,0,0,0,38,"Failed"
"director andrew [[niccol]] ... demonstrates a wry [[understanding]] of the quirks of fame . ","director andrew [[mccarthy]] ... demonstrates a wry [[disregard]] of the quirks of fame . ",0.0014777779579162598,0.9989035129547119,1,0,1,86,"Successful"
"... takes the beauty of baseball and melds it with a story that could touch anyone [[regardless]] of their familiarity with the sport ","... takes the beauty of baseball and melds it with a story that could touch anyone [[part]] of their familiarity with the sport ",0.0015740394592285156,0.0015936493873596191,1,1,1,40,"Failed"
"there [[ought]] to be a directing license , so that ed burns can have his revoked . ","there [[wanted]] to be a directing license , so that ed burns can have his revoked . ",0.002337813377380371,0.002443671226501465,0,0,0,39,"Failed"
"there is no pleasure in [[watching]] a child suffer . ","there is no pleasure in [[knowing]] a child suffer . ",0.3476306200027466,0.6981539726257324,0,1,0,58,"Successful"
"at a [[time]] when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and [[knows]] the form 's history . ","at a [[epoch]] when half the so-called real movies are little more than live-action cartoons , it 's [[shocking]] to see a cartoon that knows what it is , and [[question]] the form 's history . ",0.0014739632606506348,0.006604969501495361,1,1,1,99,"Failed"
"there are [[simply]] too many ideas [[floating]] around -- part farce , part sliding doors , part pop video -- and yet [[failing]] to exploit them . ","there are [[always]] too many ideas [[writhing]] around -- part farce , part sliding doors , part pop video -- and yet [[nothing]] to exploit them . ",0.002275407314300537,0.506699800491333,0,1,0,101,"Successful"
"( a ) [[shapeless]] blob of [[desperate]] entertainment . ","( a ) [[social]] blob of [[good]] entertainment . ",0.0022596120834350586,0.9995160102844238,0,1,0,70,"Successful"
"( grant 's ) bumbling magic takes over the film , and it [[turns]] out to be another winning star vehicle . ","( grant 's ) bumbling magic takes over the film , and it [[looks]] out to be another winning star vehicle . ",0.001596987247467041,0.001618504524230957,1,1,1,46,"Failed"
"for the most part stevens [[glides]] through on some [[solid]] performances and [[witty]] dialogue . ","for the most part stevens [[fell]] through on some [[charismatic]] performances and [[heavy]] dialogue . ",0.0014788508415222168,0.9860581159591675,1,0,1,143,"Successful"
"as [[vulgar]] as it is banal . ","as [[tall]] as it is banal . ",0.0022826194763183594,0.08243519067764282,0,0,0,12,"Failed"
"if you can stomach the rough [[content]] , it 's worth checking out for the performances alone . ","if you can stomach the rough [[stuff]] , it 's worth checking out for the performances alone . ",0.0016784071922302246,0.0017055869102478027,1,1,1,21,"Failed"
"uses high [[comedy]] to evoke [[surprising]] poignance . ","uses high [[prices]] to evoke [[false]] poignance . ",0.0015518665313720703,0.9975805878639221,1,0,1,101,"Successful"
"director of photography benoit delhomme shot the movie in [[delicious]] colors , and the costumes and sets are grand . ","director of photography benoit delhomme shot the movie in [[neon]] colors , and the costumes and sets are grand . ",0.0014871954917907715,0.0015674233436584473,1,1,1,47,"Failed"
"a quiet , [[pure]] , [[elliptical]] film ","a quiet , [[plain]] , [[white]] film ",0.0015889406204223633,0.9978868365287781,1,0,1,31,"Successful"
"a [[dumb]] movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ","a [[smart]] movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ",0.0022896528244018555,0.9348408579826355,0,1,0,40,"Successful"
"if you believe any of this , i can make you a real deal on [[leftover]] enron stock that will double in value a week from friday . ","if you believe any of this , i can make you a real deal on [[said]] enron stock that will double in value a week from friday . ",0.08499348163604736,0.9994024634361267,0,1,0,28,"Successful"
"i 'm just too [[bored]] to care . ","i 'm just too [[relieved]] to care . ",0.0023044943809509277,0.9267659187316895,0,1,0,21,"Successful"
"not since tom cruise in risky business has an actor made such a [[strong]] impression in his underwear . ","not since tom cruise in risky business has an actor made such a [[heavy]] impression in his underwear . ",0.0019710659980773926,0.9337390065193176,1,0,1,66,"Successful"
"made with no discernible craft and monstrously [[sanctimonious]] in dealing with childhood loss . ","made with no discernible craft and monstrously [[powerful]] in dealing with childhood loss . ",0.002289891242980957,0.8502523899078369,0,1,0,49,"Successful"
"a [[giggle]] a minute . ","a [[half]] a minute . ",0.0014188289642333984,0.9971517324447632,1,0,1,47,"Successful"
"i 've always dreamed of attending cannes , but after seeing this film , it 's not that [[big]] a deal . ","i 've always dreamed of attending cannes , but after seeing this film , it 's not that [[bad]] a deal . ",0.002343893051147461,0.9994332790374756,0,1,0,33,"Successful"
"exquisitely [[nuanced]] in mood tics and dialogue , this chamber drama is [[superbly]] acted by the deeply [[appealing]] veteran bouquet and the chilling but quite [[human]] berling . ","exquisitely [[lacking]] in mood tics and dialogue , this chamber drama is [[strongly]] acted by the deeply [[flawed]] veteran bouquet and the chilling but quite [[delicate]] berling . ",0.001501321792602539,0.0019327998161315918,1,1,1,102,"Failed"
"movie fans , get ready to take off ... the other direction . ","movie fans , get ready to take off ... the other direction . ",0.9988478422164917,0.9988478422164917,1,1,0,1,"Skipped"
"the [[cold]] [[turkey]] [[would]] 've been a far better title . ","the [[open]] [[fire]] [[i]] 've been a far better title . ",0.0023241639137268066,0.7799936532974243,0,1,0,117,"Successful"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9994077682495117,0.9994077682495117,1,1,0,1,"Skipped"
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while [[happily]] killing 94 minutes . ","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while [[really]] killing 94 minutes . ",0.2577577233314514,0.8956505656242371,1,0,1,61,"Successful"
"from the opening scenes , it 's clear that all about the benjamins is a [[totally]] formulaic movie . ","from the opening scenes , it 's clear that all about the benjamins is a [[less]] formulaic movie . ",0.0022907257080078125,0.015884757041931152,0,0,0,58,"Failed"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[never]] really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[only]] really builds up a head of emotional steam . ",0.10982054471969604,0.9989244341850281,0,1,0,42,"Successful"
"first-time [[writer-director]] serry shows a remarkable gift for storytelling with this moving , effective little film . ","first-time [[actor]] serry shows a remarkable gift for storytelling with this moving , effective little film . ",0.0014908909797668457,0.0015313029289245605,1,1,1,39,"Failed"
"what better message than ` love thyself ' could young women of any size receive ? ","what better message than ` love thyself ' could young women of any size receive ? ",0.9972702264785767,0.9972702264785767,0,0,1,1,"Skipped"
"thekids will probably stay amused at the kaleidoscope of big , [[colorful]] characters . ","thekids will probably stay amused at the kaleidoscope of big , [[ugly]] characters . ",0.0016903877258300781,0.987487256526947,1,0,1,34,"Successful"
"blanchett 's performance [[confirms]] her power once again . ","blanchett 's performance [[lost]] her power once again . ",0.0014951229095458984,0.9981669783592224,1,0,1,57,"Successful"
"whether writer-director anne fontaine 's [[film]] is a ghost story , an account of a nervous breakdown , a trip down memory [[lane]] , all three or none of the above , it is as seductive as it is haunting . ","whether writer-director anne fontaine 's [[screenplay]] is a ghost story , an account of a nervous breakdown , a trip down memory [[way]] , all three or none of the above , it is as seductive as it is haunting . ",0.0015817880630493164,0.0016874074935913086,1,1,1,46,"Failed"
"this re-do is so [[dumb]] and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was [[railing]] against . ","this re-do is so [[brilliant]] and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was [[struggling]] against . ",0.002287149429321289,0.511660099029541,0,1,0,57,"Successful"
"we know the plot 's a little crazy , but it held my [[interest]] from start to finish . ","we know the plot 's a little crazy , but it held my [[attention]] from start to finish . ",0.0015649199485778809,0.0027039647102355957,1,1,1,19,"Failed"
"another in-your-face wallow in the lower depths made by [[people]] who have never sung those blues . ","another in-your-face wallow in the lower depths made by [[individuals]] who have never sung those blues . ",0.18237924575805664,0.9903569221496582,0,1,0,38,"Successful"
"falls neatly into the category of good stupid fun . ","falls neatly into the category of good stupid fun . ",0.998622715473175,0.998622715473175,0,0,1,1,"Skipped"
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[pleasant]] enough thing , ` tis . ","stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[weird]] enough thing , ` tis . ",0.0015435218811035156,0.9441270232200623,1,0,1,59,"Successful"
"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ","sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0.9994595050811768,0.9994595050811768,1,1,0,1,"Skipped"
"charles ' entertaining film chronicles seinfeld 's [[return]] to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ","charles ' entertaining film chronicles seinfeld 's [[returned]] to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",0.18605953454971313,0.8857430815696716,1,0,1,76,"Successful"
"not [[exactly]] the [[bees]] knees ","not [[when]] the [[female]] knees ",0.01779848337173462,0.4376726746559143,0,0,0,45,"Failed"
"the fly-on-the-wall method used to document rural french school life is a [[refreshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ","the fly-on-the-wall method used to document rural french school life is a [[slight]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ",0.0015740394592285156,0.6427797079086304,1,0,1,56,"Successful"
"more [[romantic]] , more [[emotional]] and ultimately more satisfying than the teary-eyed original . ","more [[desperate]] , more [[difficult]] and ultimately more satisfying than the teary-eyed original . ",0.0015184283256530762,0.9987296462059021,1,0,1,87,"Successful"
"against all odds in [[heaven]] and hell , it creeped me out just fine . ","against all odds in [[law]] and hell , it creeped me out just fine . ",0.26568692922592163,0.5040132999420166,1,0,1,58,"Successful"
"it 's a remarkably [[solid]] and subtly satirical [[tour]] de force . ","it 's a remarkably [[slow]] and subtly satirical [[vent]] de force . ",0.001445472240447998,0.5491517782211304,1,0,1,90,"Successful"
"it 's everything you do n't go to the movies for . ","it 's everything you do n't go to the movies for . ",0.9993942379951477,0.9993942379951477,1,1,0,1,"Skipped"
"... an otherwise [[intense]] , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ","... an otherwise [[silly]] , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",0.0015884637832641602,0.5885646343231201,1,0,1,30,"Successful"
"the acting , costumes , music , cinematography and sound are all [[astounding]] given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all [[listed]] given the production 's austere locales . ",0.001515209674835205,0.4464268088340759,1,1,1,39,"Failed"
"the script is [[n't]] very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ","the script is [[very]] very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ",0.0023046135902404785,0.99934983253479,0,1,0,59,"Successful"
"beautifully [[observed]] , [[miraculously]] [[unsentimental]] comedy-drama . ","beautifully [[plotted]] , [[virtually]] [[routine]] comedy-drama . ",0.0014802813529968262,0.2929156422615051,1,1,1,130,"Failed"
"belongs to daniel day-lewis as [[much]] as it [[belongs]] to martin scorsese ; it 's a memorable [[performance]] in a big , brassy , disturbing , unusual and highly [[successful]] film . ","belongs to daniel day-lewis as [[thoroughly]] as it [[amounts]] to martin scorsese ; it 's a memorable [[appearance]] in a big , brassy , disturbing , unusual and highly [[expensive]] film . ",0.0014426112174987793,0.5208580493927002,1,0,1,100,"Successful"
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[little]] of the nervy originality of its groundbreaking small-screen progenitor . ","as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[much]] of the nervy originality of its groundbreaking small-screen progenitor . ",0.0023447275161743164,0.9995142817497253,0,1,0,34,"Successful"
"building [[slowly]] and subtly , the [[film]] , sporting a breezy spontaneity and realistically drawn characterizations , develops into a [[significant]] character study that is both moving and wise . ","building [[heavily]] and subtly , the [[movie]] , sporting a breezy spontaneity and realistically drawn characterizations , develops into a [[lengthy]] character study that is both moving and wise . ",0.0014652013778686523,0.001591503620147705,1,1,1,93,"Failed"
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three [[terrific]] performances , far from heaven actually pulls off this stylistic juggling act . ","thanks to haynes ' absolute control of the film 's mood , and buoyed by three [[lead]] performances , far from heaven actually pulls off this stylistic juggling act . ",0.0015687346458435059,0.0016753077507019043,1,1,1,33,"Failed"
"an overemphatic , would-be wacky , ultimately [[tedious]] sex farce . ","an overemphatic , would-be wacky , ultimately [[hilarious]] sex farce . ",0.0022830963134765625,0.9995288848876953,0,1,0,53,"Successful"
"candid and [[comfortable]] ; a film that deftly balances action and reflection as it [[lets]] you grasp and [[feel]] the passion others have for their work . ","candid and [[simple]] ; a film that deftly balances action and reflection as it [[makes]] you grasp and [[use]] the passion others have for their work . ",0.0014529824256896973,0.0015271306037902832,1,1,1,87,"Failed"
"partway through watching this saccharine , easter-egg-colored concoction , you [[realize]] that it is made up of three episodes of a rejected tv show . ","partway through watching this saccharine , easter-egg-colored concoction , you [[realizing]] that it is made up of three episodes of a rejected tv show . ",0.002302110195159912,0.002320587635040283,0,0,0,34,"Failed"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of [[unintentional]] howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of [[other]] howlers and numerous yawns . ",0.08413243293762207,0.6083514094352722,0,1,0,34,"Successful"
"smart , [[provocative]] and [[blisteringly]] funny . ","smart , [[mean]] and [[never]] funny . ",0.0014619827270507812,0.9837794899940491,1,0,1,78,"Successful"
"hit and [[miss]] as far as the comedy goes and a big ole ' miss in the [[way]] of story . ","hit and [[operated]] as far as the comedy goes and a big ole ' miss in the [[depths]] of story . ",0.0022698044776916504,0.08242791891098022,0,0,0,77,"Failed"
"good [[film]] , but very glum . ","good [[name]] , but very glum . ",0.30215775966644287,0.9970673322677612,1,0,1,55,"Successful"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.8974181413650513,0.8974181413650513,1,1,0,1,"Skipped"
"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ","american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ",0.9990260601043701,0.9990260601043701,1,1,0,1,"Skipped"
"it appears that something has been [[lost]] in the translation to the screen . ","it appears that something has been [[forged]] in the translation to the screen . ",0.0023152828216552734,0.8776471018791199,0,1,0,58,"Successful"
"but it [[could]] have been worse . ","but it [[couldn]] have been worse . ",0.006639003753662109,0.06385159492492676,0,0,0,35,"Failed"
"like being trapped at a perpetual frat party ... how can [[something]] so gross be so boring ? ","like being trapped at a perpetual frat party ... how can [[living]] so gross be so boring ? ",0.0023017525672912598,0.002336263656616211,0,0,0,51,"Failed"
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.9764453172683716,0.9764453172683716,1,1,0,1,"Skipped"
"how do you [[spell]] cliché ? ","how do you [[treat]] cliché ? ",0.002346217632293701,0.4842733144760132,0,0,0,52,"Failed"
"something [[like]] scrubbing the toilet . ","something [[without]] scrubbing the toilet . ",0.002353489398956299,0.9648930430412292,0,1,0,22,"Successful"
"this tenth feature is a big deal , indeed -- at least the [[third-best]] , and maybe even a notch above the [[previous]] [[runner-up]] , nicholas meyer 's star trek vi : the undiscovered country . ","this tenth feature is a big deal , indeed -- at least the [[least]] , and maybe even a notch above the [[obvious]] [[first]] , nicholas meyer 's star trek vi : the undiscovered country . ",0.001503586769104004,0.0018780827522277832,1,1,1,61,"Failed"
"chilling , [[well-acted]] , and [[finely]] directed : david jacobson 's dahmer . ","chilling , [[mysterious]] , and [[poorly]] directed : david jacobson 's dahmer . ",0.0015372037887573242,0.9989986419677734,1,0,1,57,"Successful"
"this [[piece]] of channel 5 grade trash is , quite [[frankly]] , an insult to the intelligence of the true genre enthusiast . ","this [[way]] of channel 5 grade trash is , quite [[surprisingly]] , an insult to the intelligence of the true genre enthusiast . ",0.0022780299186706543,0.0025157928466796875,0,0,0,79,"Failed"
"few films capture so [[perfectly]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ","few films capture so [[badly]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ",0.0015595555305480957,0.9989793300628662,1,0,1,71,"Successful"
"thanks to scott 's charismatic roger and eisenberg 's [[sweet]] nephew , roger dodger is [[one]] of the most [[compelling]] variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's [[annoying]] nephew , roger dodger is [[amongst]] of the most [[obvious]] variations on in the company of men . ",0.001489102840423584,0.33730125427246094,1,1,1,74,"Failed"
"a [[superbly]] acted and [[funny]]/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ","a [[terribly]] acted and [[creepy]]/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ",0.001453101634979248,0.9944210648536682,1,0,1,72,"Successful"
"there are some wonderfully fresh moments that [[smooth]] the moral stiffness with human kindness and hopefulness . ","there are some wonderfully fresh moments that [[share]] the moral stiffness with human kindness and hopefulness . ",0.0014446377754211426,0.0015063285827636719,1,1,1,35,"Failed"
"just as [[moving]] , [[uplifting]] and [[funny]] as ever . ","just as [[kind]] , [[soft]] and [[quiet]] as ever . ",0.001391589641571045,0.004215419292449951,1,1,1,68,"Failed"
"bad . ","bad . ",0.002269566059112549,0.002269566059112549,0,0,0,2,"Failed"
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.9971080422401428,0.9971080422401428,0,0,1,1,"Skipped"
"an [[occasionally]] funny , but overall limp , fish-out-of-water story . ","an [[amazingly]] funny , but overall limp , fish-out-of-water story . ",0.0022768378257751465,0.9212861061096191,0,1,0,37,"Successful"
"my big fat greek wedding uses stereotypes in a [[delightful]] blend of sweet romance and lovingly dished out humor . ","my big fat greek wedding uses stereotypes in a [[weird]] blend of sweet romance and lovingly dished out humor . ",0.004987776279449463,0.6608484983444214,1,0,1,69,"Successful"
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.9604565501213074,0.9604565501213074,1,1,0,1,"Skipped"
"hilariously [[inept]] and ridiculous . ","hilariously [[wrong]] and ridiculous . ",0.2592788338661194,0.44734299182891846,1,1,1,43,"Failed"
"too [[slow]] , too long and too little happens . ","too [[good]] , too long and too little happens . ",0.0022662878036499023,0.6159209609031677,0,1,0,48,"Successful"
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that [[dreadful]] sabrina remake . ","it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that [[great]] sabrina remake . ",0.055060386657714844,0.9637289047241211,0,1,0,62,"Successful"
"corpus collosum -- while undeniably interesting -- [[wore]] out its welcome well before the end credits rolled about 45 minutes in . ","corpus collosum -- while undeniably interesting -- [[went]] out its welcome well before the end credits rolled about 45 minutes in . ",0.0022729039192199707,0.8717954754829407,0,1,0,40,"Successful"
"this is a shameless sham , [[calculated]] to cash in on the popularity of its stars . ","this is a shameless sham , [[determined]] to cash in on the popularity of its stars . ",0.00229722261428833,0.0024160146713256836,0,0,0,17,"Failed"
"like mike is a winner for kids , and no [[doubt]] a winner for lil bow wow , who can now add movies to the list of [[things]] he does well . ","like mike is a winner for kids , and no [[fair]] a winner for lil bow wow , who can now add movies to the list of [[anything]] he does well . ",0.0015267729759216309,0.8051867485046387,1,0,1,69,"Successful"
