"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"what [[better]] message than ` love thyself ' could young women of any size receive ? ","what [[tougher]] message than ` love thyself ' could young women of any size receive ? ",0.46742647886276245,0.9902280569076538,1,0,1,40,"Successful"
"thekids will probably stay amused at the kaleidoscope of big , [[colorful]] characters . ","thekids will probably stay amused at the kaleidoscope of big , [[stain]] characters . ",0.0011953115463256836,0.99946528673172,1,0,1,49,"Successful"
"blanchett 's performance [[confirms]] her power once again . ","blanchett 's performance [[stressed]] her power once again . ",0.0010991096496582031,0.9979099035263062,1,0,1,59,"Successful"
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is haunting . ","whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[sensuous]] as it is haunting . ",0.024006545543670654,0.9806012511253357,1,0,1,63,"Successful"
"this re-do is so [[dumb]] and so exploitative in its violence that , ironically , it [[becomes]] everything that the rather [[clumsy]] original was [[railing]] against . ","this re-do is so [[asinine]] and so exploitative in its violence that , ironically , it [[receives]] everything that the rather [[clumsiness]] original was [[railings]] against . ",0.00141066312789917,0.661919116973877,0,1,0,163,"Successful"
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my interest from start to finish . ",0.9994560480117798,0.9994560480117798,0,0,1,1,"Skipped"
"another in-your-face [[wallow]] in the lower depths made by people who have never sung those blues . ","another in-your-face [[bask]] in the lower depths made by people who have never sung those blues . ",0.0045792460441589355,0.9623699188232422,0,1,0,34,"Successful"
"falls neatly into the category of good stupid fun . ","falls neatly into the category of good stupid fun . ",0.9994619488716125,0.9994619488716125,0,0,1,1,"Skipped"
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[pleasant]] enough thing , ` tis . ","stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[delectable]] enough thing , ` tis . ",0.03725278377532959,0.9971849918365479,1,0,1,72,"Successful"
"sit through this one , and you wo n't need a magic watch to stop [[time]] ; your dvd player will do it for you . ","sit through this one , and you wo n't need a magic watch to stop [[moment]] ; your dvd player will do it for you . ",0.15402847528457642,0.8526653051376343,0,1,0,69,"Successful"
"charles ' [[entertaining]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ","charles ' [[entertain]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",0.05270904302597046,0.9848434329032898,1,0,1,69,"Successful"
"not [[exactly]] the bees knees ","not [[downright]] the bees knees ",0.0014377236366271973,0.8347719311714172,0,1,0,52,"Successful"
"the fly-on-the-wall method used to document rural french school life is a [[refreshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ","the fly-on-the-wall method used to document rural french school life is a [[refreshes]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ",0.0010912418365478516,0.8772063255310059,1,0,1,63,"Successful"
"more [[romantic]] , more emotional and [[ultimately]] more [[satisfying]] than the teary-eyed original . ","more [[soppy]] , more emotional and [[anyway]] more [[gratified]] than the teary-eyed original . ",0.0010152459144592285,0.9994670748710632,1,0,1,94,"Successful"
"against all odds in heaven and hell , it creeped me out just fine . ","against all odds in heaven and hell , it creeped me out just fine . ",0.5594198703765869,0.5594198703765869,0,0,1,1,"Skipped"
"it 's a [[remarkably]] [[solid]] and subtly satirical tour de force . ","it 's a [[terribly]] [[healthy]] and subtly satirical tour de force . ",0.0009967684745788574,0.9886148571968079,1,0,1,76,"Successful"
"it 's everything you do n't go to the movies for . ","it 's everything you do n't go to the movies for . ",0.9690095782279968,0.9690095782279968,1,1,0,1,"Skipped"
"... an otherwise [[intense]] , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ","... an otherwise [[severe]] , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",0.0010543465614318848,0.9850022196769714,1,0,1,56,"Successful"
"the acting , costumes , music , [[cinematography]] and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , [[cinematographer]] and sound are all astounding given the production 's austere locales . ",0.13153010606765747,0.5700709819793701,1,0,1,71,"Successful"
"the script is n't [[very]] good ; not even someone as gifted as [[hoffman]] ( the [[actor]] ) can [[make]] it [[work]] . ","the script is n't [[far]] good ; not even someone as gifted as [[winkler]] ( the [[virtuoso]] ) can [[engender]] it [[trabajo]] . ",0.0014269351959228516,0.6154024004936218,0,1,0,192,"Successful"
"[[beautifully]] observed , miraculously unsentimental comedy-drama . ","[[terribly]] observed , miraculously unsentimental comedy-drama . ",0.006181061267852783,0.9994602799415588,1,0,1,56,"Successful"
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , [[brassy]] , disturbing , unusual and highly [[successful]] film . ","belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , [[warbling]] , disturbing , unusual and highly [[conducive]] film . ",0.0010660290718078613,0.9422740340232849,1,0,1,89,"Successful"
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[little]] of the nervy originality of its groundbreaking small-screen progenitor . ","as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[few]] of the nervy originality of its groundbreaking small-screen progenitor . ",0.009794414043426514,0.5557774305343628,0,1,0,35,"Successful"
"building slowly and subtly , the film , sporting a breezy spontaneity and [[realistically]] drawn characterizations , develops into a [[significant]] character study that is both [[moving]] and wise . ","building slowly and subtly , the film , sporting a breezy spontaneity and [[truthfully]] drawn characterizations , develops into a [[prodigious]] character study that is both [[shifting]] and wise . ",0.001004636287689209,0.8435136675834656,1,0,1,123,"Successful"
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three [[terrific]] performances , far from heaven actually [[pulls]] off this stylistic juggling act . ","thanks to haynes ' absolute control of the film 's mood , and buoyed by three [[peachy]] performances , far from heaven actually [[pulled]] off this stylistic juggling act . ",0.0012972354888916016,0.6889845132827759,1,0,1,64,"Successful"
"an overemphatic , would-be [[wacky]] , ultimately [[tedious]] [[sex]] [[farce]] . ","an overemphatic , would-be [[mercurial]] , ultimately [[uphill]] [[sexist]] [[hilarity]] . ",0.0014088749885559082,0.870945930480957,0,1,0,152,"Successful"
"candid and [[comfortable]] ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ","candid and [[uneasy]] ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ",0.0010253190994262695,0.7210409045219421,1,0,1,40,"Successful"
"partway through watching this [[saccharine]] , easter-egg-colored [[concoction]] , you realize that it is made up of three episodes of a [[rejected]] [[tv]] show . ","partway through watching this [[saccharin]] , easter-egg-colored [[spiced]] , you realize that it is made up of three episodes of a [[repudiate]] [[tvs]] show . ",0.001449286937713623,0.9537020325660706,0,1,0,90,"Successful"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0.8754352331161499,0.8754352331161499,1,1,0,1,"Skipped"
"[[smart]] , [[provocative]] and blisteringly funny . ","[[cancerous]] , [[challenged]] and blisteringly funny . ",0.0009989142417907715,0.999468207359314,1,0,1,65,"Successful"
"[[hit]] and [[miss]] as far as the comedy goes and a big ole ' miss in the way of story . ","[[jolted]] and [[luciana]] as far as the comedy goes and a big ole ' miss in the way of story . ",0.001407921314239502,0.9561525583267212,0,1,0,102,"Successful"
"[[good]] film , but very glum . ","[[guten]] film , but very glum . ",0.0010738968849182129,0.9994702935218811,1,0,1,32,"Successful"
"every [[nanosecond]] of the the new guy [[reminds]] you that you could be doing something else far more pleasurable . ","every [[millisecond]] of the the new guy [[recalling]] you that you could be doing something else far more pleasurable . ",0.037839293479919434,0.8675063848495483,0,1,0,43,"Successful"
"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ","american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ",0.9888476133346558,0.9888476133346558,1,1,0,1,"Skipped"
"it appears that something [[has]] been [[lost]] in the [[translation]] to the [[screen]] . ","it appears that something [[possesses]] been [[relinquished]] in the [[transforms]] to the [[screens]] . ",0.0014200210571289062,0.9471569657325745,0,1,0,120,"Successful"
"but it could [[have]] been [[worse]] . ","but it could [[enjoys]] been [[strongest]] . ",0.0014181137084960938,0.9994767904281616,0,1,0,66,"Successful"
"like being [[trapped]] at a [[perpetual]] [[frat]] [[party]] ... how can something so [[gross]] [[be]] [[so]] [[boring]] ? ","like being [[captives]] at a [[nonstop]] [[sororities]] [[fiesta]] ... how can something so [[unmistakable]] [[sont]] [[yet]] [[ghoulish]] ? ",0.0014048218727111816,0.9993141889572144,0,1,0,252,"Successful"
"it 's like every bad [[idea]] that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every bad [[thought]] that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.11443197727203369,0.8337505459785461,0,1,0,60,"Successful"
"how do you spell [[cliché]] ? ","how do you spell [[metaphors]] ? ",0.0047792792320251465,0.5892316102981567,0,1,0,42,"Successful"
"something like [[scrubbing]] the [[toilet]] . ","something like [[cleans]] the [[urinals]] . ",0.0014081597328186035,0.9266662001609802,0,1,0,91,"Successful"
"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a [[notch]] above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered [[country]] . ","this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a [[indentation]] above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered [[motherland]] . ",0.007926404476165771,0.8696656227111816,1,0,1,66,"Successful"
"chilling , well-acted , and [[finely]] [[directed]] : david jacobson 's dahmer . ","chilling , well-acted , and [[ably]] [[targeted]] : david jacobson 's dahmer . ",0.0010970830917358398,0.5037182569503784,1,0,1,94,"Successful"
"this piece of channel 5 grade trash is , quite frankly , an [[insult]] to the intelligence of the true genre enthusiast . ","this piece of channel 5 grade trash is , quite frankly , an [[indignity]] to the intelligence of the true genre enthusiast . ",0.0014164447784423828,0.9499185681343079,0,1,0,63,"Successful"
"few films capture so [[perfectly]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ","few films capture so [[too]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ",0.0010336637496948242,0.9990710020065308,1,0,1,75,"Successful"
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most [[compelling]] variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most [[persuading]] variations on in the company of men . ",0.0010128617286682129,0.8525015115737915,1,0,1,62,"Successful"
"a superbly acted and [[funny]]/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ","a superbly acted and [[bizarre]]/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ",0.001012265682220459,0.6611428260803223,1,0,1,58,"Successful"
"there are some [[wonderfully]] [[fresh]] moments that smooth the moral stiffness with human kindness and hopefulness . ","there are some [[terribly]] [[loads]] moments that smooth the moral stiffness with human kindness and hopefulness . ",0.0010027289390563965,0.9328856468200684,1,0,1,86,"Successful"
"just as [[moving]] , [[uplifting]] and [[funny]] as ever . ","just as [[homelessness]] , [[soulful]] and [[bizarre]] as ever . ",0.0009889602661132812,0.9994650483131409,1,0,1,68,"Successful"
"[[bad]] . ","[[pernicious]] . ",0.0014237165451049805,0.9846845865249634,0,1,0,17,"Successful"
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.6116520166397095,0.6116520166397095,0,0,1,1,"Skipped"
"an occasionally funny , but overall [[limp]] , fish-out-of-water story . ","an occasionally funny , but overall [[gentle]] , fish-out-of-water story . ",0.0014768242835998535,0.9995077252388,0,1,0,25,"Successful"
"my big fat greek wedding uses stereotypes in a [[delightful]] blend of sweet romance and [[lovingly]] dished out humor . ","my big fat greek wedding uses stereotypes in a [[resplendent]] blend of sweet romance and [[affectionately]] dished out humor . ",0.02581620216369629,0.9847288727760315,1,0,1,117,"Successful"
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many [[drugs]] they do or how much artistic license avary employs . ","characters still need to function according to some set of believable and comprehensible impulses , no matter how many [[curative]] they do or how much artistic license avary employs . ",0.008477330207824707,0.7087184190750122,0,1,0,54,"Successful"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9420259594917297,0.9420259594917297,0,0,1,1,"Skipped"
