"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[exquisitely]] nuanced in mood tics and dialogue , this chamber drama is [[superbly]] [[acted]] by the deeply appealing veteran bouquet and the chilling but quite human berling . ","[[surprisingly]] nuanced in mood tics and dialogue , this chamber drama is [[unimaginably]] [[behave]] by the deeply appealing veteran bouquet and the chilling but quite human berling . ",0.0008004307746887207,0.8401487469673157,1,0,1,189,"Successful"
"movie fans , get ready to take off ... the other direction . ","movie fans , get ready to take off ... the other direction . ",0.7818815112113953,0.7818815112113953,1,1,0,1,"Skipped"
"the [[cold]] [[turkey]] would 've been a [[far]] better title . ","the [[cool]] [[constantinople]] would 've been a [[importantly]] better title . ",0.0009846687316894531,0.9988937973976135,0,1,0,72,"Successful"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9584016799926758,0.9584016799926758,1,1,0,1,"Skipped"
"generally , clockstoppers will [[fulfill]] your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","generally , clockstoppers will [[fills]] your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",0.06720411777496338,0.5092793703079224,1,0,1,71,"Successful"
"from the opening scenes , it 's clear that all about the benjamins is a [[totally]] formulaic movie . ","from the opening scenes , it 's clear that all about the benjamins is a [[perfectly]] formulaic movie . ",0.0016632080078125,0.9993067979812622,0,1,0,55,"Successful"
"for all its impressive craftsmanship , and despite an [[overbearing]] series of third-act crescendos , lily chou-chou never really [[builds]] up a head of emotional [[steam]] . ","for all its impressive craftsmanship , and despite an [[condescending]] series of third-act crescendos , lily chou-chou never really [[depends]] up a head of emotional [[steaming]] . ",0.0018152594566345215,0.9851711392402649,0,1,0,69,"Successful"
"first-time writer-director serry [[shows]] a [[remarkable]] gift for [[storytelling]] with this [[moving]] , [[effective]] [[little]] film . ","first-time writer-director serry [[portrays]] a [[splendid]] gift for [[legend]] with this [[travel]] , [[efficacious]] [[minor]] film . ",0.0007960200309753418,0.000844120979309082,1,1,1,260,"Failed"
"what better message than ` [[love]] thyself ' could young women of any size receive ? ","what better message than ` [[iove]] thyself ' could young women of any size receive ? ",0.006975769996643066,0.8611289262771606,1,0,1,42,"Successful"
"thekids will probably stay amused at the kaleidoscope of big , [[colorful]] characters . ","thekids will probably stay amused at the kaleidoscope of big , [[staining]] characters . ",0.0018655657768249512,0.9803218841552734,1,0,1,49,"Successful"
"blanchett 's performance [[confirms]] her power once again . ","blanchett 's performance [[stressed]] her power once again . ",0.0008392333984375,0.999726414680481,1,0,1,59,"Successful"
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is haunting . ","whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[bewitching]] as it is haunting . ",0.0008131861686706543,0.8030443787574768,1,0,1,63,"Successful"
"this re-do is so [[dumb]] and so exploitative in its violence that , ironically , it becomes everything that the rather [[clumsy]] original was railing against . ","this re-do is so [[ironic]] and so exploitative in its violence that , ironically , it becomes everything that the rather [[clumsiness]] original was railing against . ",0.0009567141532897949,0.7392235994338989,0,1,0,116,"Successful"
"we know the plot 's a [[little]] crazy , but it held my interest from [[start]] to finish . ","we know the plot 's a [[scant]] crazy , but it held my interest from [[instituted]] to finish . ",0.001651763916015625,0.8115445971488953,1,0,1,92,"Successful"
"another in-your-face [[wallow]] in the [[lower]] depths made by people who have never sung those blues . ","another in-your-face [[bask]] in the [[cheaper]] depths made by people who have never sung those blues . ",0.004323184490203857,0.9963347315788269,0,1,0,52,"Successful"
"falls neatly into the category of good stupid fun . ","falls neatly into the category of good stupid fun . ",0.877957820892334,0.877957820892334,0,0,1,1,"Skipped"
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[pleasant]] enough thing , ` tis . ","stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[gentil]] enough thing , ` tis . ",0.0014165639877319336,0.5494097471237183,1,0,1,72,"Successful"
"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ","sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0.999728262424469,0.999728262424469,1,1,0,1,"Skipped"
"charles ' [[entertaining]] [[film]] [[chronicles]] seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ","charles ' [[fooling]] [[filmmaking]] [[column]] seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",0.0008438825607299805,0.5993213653564453,1,0,1,117,"Successful"
"not [[exactly]] the bees knees ","not [[justly]] the bees knees ",0.0009788274765014648,0.5642409324645996,0,1,0,52,"Successful"
"the fly-on-the-wall method used to document rural french school life is a [[refreshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ","the fly-on-the-wall method used to document rural french school life is a [[retrofitted]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ",0.0009481310844421387,0.9908006191253662,1,0,1,63,"Successful"
"more romantic , more emotional and [[ultimately]] more [[satisfying]] than the teary-eyed original . ","more romantic , more emotional and [[presumably]] more [[gratified]] than the teary-eyed original . ",0.0007970929145812988,0.881068766117096,1,0,1,84,"Successful"
"against all odds in heaven and hell , it creeped me out just [[fine]] . ","against all odds in heaven and hell , it creeped me out just [[fined]] . ",0.0009972453117370605,0.999584972858429,1,0,1,42,"Successful"
"it 's a [[remarkably]] [[solid]] and [[subtly]] [[satirical]] [[tour]] [[de]] [[force]] . ","it 's a [[unimaginably]] [[emphatic]] and [[graciously]] [[travesty]] [[laps]] [[in]] [[fortitude]] . ",0.0007949471473693848,0.9997996687889099,1,0,1,219,"Successful"
"it 's everything you do n't go to the movies for . ","it 's everything you do n't go to the movies for . ",0.9955313801765442,0.9955313801765442,1,1,0,1,"Skipped"
"... an otherwise intense , twist-and-turn thriller that certainly should n't [[hurt]] talented young gaghan 's resume . ","... an otherwise intense , twist-and-turn thriller that certainly should n't [[injures]] talented young gaghan 's resume . ",0.0008017420768737793,0.8606587648391724,1,0,1,63,"Successful"
"the acting , costumes , music , cinematography and sound are all [[astounding]] given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all [[staggering]] given the production 's austere locales . ",0.13575959205627441,0.9996529221534729,1,0,1,25,"Successful"
"the [[script]] is n't [[very]] good ; not even [[someone]] as [[gifted]] as [[hoffman]] ( the [[actor]] ) can [[make]] it [[work]] . ","the [[screenwriting]] is n't [[immeasurably]] good ; not even [[individuals]] as [[gift]] as [[hartman]] ( the [[performers]] ) can [[engender]] it [[collaborator]] . ",0.000993192195892334,0.3021038770675659,0,0,0,247,"Failed"
"[[beautifully]] observed , miraculously unsentimental comedy-drama . ","[[unimaginably]] observed , miraculously unsentimental comedy-drama . ",0.0007941126823425293,0.9994440078735352,1,0,1,56,"Successful"
"[[belongs]] to [[daniel]] day-lewis as much as it belongs to [[martin]] scorsese ; it 's a memorable performance in a [[big]] , [[brassy]] , [[disturbing]] , [[unusual]] and [[highly]] [[successful]] [[film]] . ","[[relates]] to [[danielle]] day-lewis as much as it belongs to [[maarten]] scorsese ; it 's a memorable performance in a [[wholesale]] , [[earthy]] , [[annoying]] , [[odd]] and [[unimaginably]] [[beneficial]] [[filming]] . ",0.0007912516593933105,0.8719534873962402,1,0,1,317,"Successful"
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[little]] of the nervy originality of its groundbreaking small-screen progenitor . ","as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[small]] of the nervy originality of its groundbreaking small-screen progenitor . ",0.0036312341690063477,0.9982918500900269,0,1,0,35,"Successful"
"[[building]] [[slowly]] and [[subtly]] , the [[film]] , [[sporting]] a [[breezy]] [[spontaneity]] and [[realistically]] [[drawn]] characterizations , develops into a [[significant]] [[character]] [[study]] that is both [[moving]] and [[wise]] . ","[[reinforcement]] [[softly]] and [[masterfully]] , the [[movies]] , [[athletic]] a [[cavalier]] [[whimsy]] and [[carefully]] [[teaches]] characterizations , develops into a [[meaningful]] [[idiosyncrasies]] [[researched]] that is both [[voyage]] and [[subtle]] . ",0.0008029341697692871,0.0008535385131835938,1,1,1,472,"Failed"
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from [[heaven]] actually pulls off this stylistic juggling act . ","thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from [[wonderland]] actually pulls off this stylistic juggling act . ",0.0011270642280578613,0.5750783085823059,1,0,1,42,"Successful"
"an overemphatic , would-be [[wacky]] , [[ultimately]] [[tedious]] [[sex]] [[farce]] . ","an overemphatic , would-be [[nutty]] , [[anyway]] [[industrious]] [[sexuality]] [[hilarity]] . ",0.0009331107139587402,0.2658398151397705,0,0,0,173,"Failed"
"[[candid]] and comfortable ; a [[film]] that deftly [[balances]] [[action]] and [[reflection]] as it [[lets]] you [[grasp]] and [[feel]] the passion others [[have]] for their [[work]] . ","[[upstanding]] and comfortable ; a [[theater]] that deftly [[reconciled]] [[deeds]] and [[gazing]] as it [[qualifies]] you [[fathom]] and [[smells]] the passion others [[ont]] for their [[artworks]] . ",0.0007995963096618652,0.0008594989776611328,1,1,1,387,"Failed"
"partway through watching this [[saccharine]] , easter-egg-colored concoction , you [[realize]] that it is made up of three [[episodes]] of a rejected tv show . ","partway through watching this [[wistful]] , easter-egg-colored concoction , you [[understanding]] that it is made up of three [[phenomena]] of a rejected tv show . ",0.0009947419166564941,0.6119863986968994,0,1,0,108,"Successful"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0.680225670337677,0.680225670337677,1,1,0,1,"Skipped"
"[[smart]] , provocative and blisteringly [[funny]] . ","[[dexterous]] , provocative and blisteringly [[outlandish]] . ",0.0008348226547241211,0.7892298102378845,1,0,1,51,"Successful"
"hit and [[miss]] as far as the comedy goes and a big ole ' miss in the way of story . ","hit and [[luciana]] as far as the comedy goes and a big ole ' miss in the way of story . ",0.0036487579345703125,0.5932872891426086,0,1,0,56,"Successful"
"good film , but very glum . ","good film , but very glum . ",0.9953601956367493,0.9953601956367493,0,0,1,1,"Skipped"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.9591453671455383,0.9591453671455383,1,1,0,1,"Skipped"
"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ","american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ",0.9988045692443848,0.9988045692443848,1,1,0,1,"Skipped"
"it [[appears]] that something has been [[lost]] in the translation to the screen . ","it [[spectacle]] that something has been [[relinquished]] in the translation to the screen . ",0.0009364485740661621,0.8444696068763733,0,1,0,99,"Successful"
"but it could have been [[worse]] . ","but it could have been [[greatest]] . ",0.001154780387878418,0.9733613729476929,0,1,0,33,"Successful"
"like being [[trapped]] at a perpetual frat [[party]] ... how can something so [[gross]] be [[so]] boring ? ","like being [[captivated]] at a perpetual frat [[feast]] ... how can something so [[sharp]] be [[then]] boring ? ",0.0009576678276062012,0.511555552482605,0,1,0,149,"Successful"
"it 's like every [[bad]] [[idea]] that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even [[had]] any ? ) . ","it 's like every [[reprehensible]] [[perception]] that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even [[enjoys]] any ? ) . ",0.0010183453559875488,0.5606592893600464,0,1,0,126,"Successful"
"how do you spell [[cliché]] ? ","how do you spell [[cutesy]] ? ",0.0011038780212402344,0.9985262751579285,0,1,0,42,"Successful"
"something like [[scrubbing]] the [[toilet]] . ","something like [[brush]] the [[bathing]] . ",0.0009751319885253906,0.9993492364883423,0,1,0,91,"Successful"
"this tenth feature is a [[big]] [[deal]] , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ","this tenth feature is a [[prodigious]] [[contend]] , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",0.0015305876731872559,0.9726282954216003,1,0,1,108,"Successful"
"[[chilling]] , well-acted , and [[finely]] directed : [[david]] jacobson 's dahmer . ","[[dreaded]] , well-acted , and [[skilfully]] directed : [[davide]] jacobson 's dahmer . ",0.0013715028762817383,0.9997898936271667,1,0,1,72,"Successful"
"this piece of channel 5 grade trash is , quite frankly , an [[insult]] to the intelligence of the true genre enthusiast . ","this piece of channel 5 grade trash is , quite frankly , an [[affront]] to the intelligence of the true genre enthusiast . ",0.0009758472442626953,0.6080894470214844,0,1,0,63,"Successful"
"[[few]] films capture so perfectly the hopes and dreams of [[little]] [[boys]] on [[baseball]] fields as well as the grown [[men]] who sit in the [[stands]] . ","[[scant]] films capture so perfectly the hopes and dreams of [[scant]] [[blokes]] on [[slugger]] fields as well as the grown [[bloke]] who sit in the [[newsstands]] . ",0.0008245110511779785,0.7477703094482422,1,0,1,161,"Successful"
"thanks to scott 's charismatic [[roger]] and eisenberg 's [[sweet]] nephew , [[roger]] dodger is one of the most [[compelling]] [[variations]] on in the [[company]] of [[men]] . ","thanks to scott 's charismatic [[rogers]] and eisenberg 's [[mild]] nephew , [[kwun]] dodger is one of the most [[unquestionable]] [[fluctuations]] on in the [[industries]] of [[mankind]] . ",0.0008003115653991699,0.8497623801231384,1,0,1,212,"Successful"
"a [[superbly]] [[acted]] and [[funny]]/[[gritty]] fable of the humanizing of one [[woman]] at the [[hands]] of the [[unseen]] forces of [[fate]] . ","a [[terribly]] [[collaborating]] and [[joke]]/[[grimy]] fable of the humanizing of one [[chicas]] at the [[mains]] of the [[inconspicuous]] forces of [[fates]] . ",0.0008183121681213379,0.9910953044891357,1,0,1,236,"Successful"
