"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and knows the form 's [[history]] . ","at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refrYeshing]] to see a cartoon that knows what it is , and knows the form 's [[hitory]] . ",0.0014739632606506348,0.6812412738800049,1,0,1,42,"Successful"
"there are [[simply]] too [[many]] [[ideas]] [[floating]] [[around]] -- [[part]] farce , part sliding [[doors]] , part pop [[video]] -- and yet [[failing]] to [[exploit]] them . ","there are [[sipmly]] too [[mRany]] [[idaes]] [[floatng]] [[round]] -- [[art]] farce , part sliding [[doros]] , part pop [[vdeo]] -- and yet [[faiuing]] to [[explort]] them . ",0.002275407314300537,0.3943280577659607,0,0,0,87,"Failed"
"( a ) [[shapeless]] [[blob]] of [[desperate]] entertainment . ","( a ) [[shapeelss]] [[blbo]] of [[despreate]] entertainment . ",0.0022596120834350586,0.998123049736023,0,1,0,19,"Successful"
"( grant 's ) bumbling magic takes over the [[film]] , and it turns out to be another [[winning]] [[star]] vehicle . ","( grant 's ) bumbling magic takes over the [[flim]] , and it turns out to be another [[iwnning]] [[Qstar]] vehicle . ",0.001596987247467041,0.8532411456108093,1,0,1,30,"Successful"
"for the most part stevens [[glides]] through on some [[solid]] [[performances]] and [[witty]] dialogue . ","for the most part stevens [[lides]] through on some [[soild]] [[performnaces]] and [[witBty]] dialogue . ",0.0014788508415222168,0.9980447292327881,1,0,1,30,"Successful"
"as [[vulgar]] as it is [[banal]] . ","as [[vular]] as it is [[bnaal]] . ",0.0022826194763183594,0.9674559831619263,0,1,0,15,"Successful"
"if you can stomach the rough content , it 's [[worth]] checking out for the performances alone . ","if you can stomach the rough content , it 's [[worht]] checking out for the performances alone . ",0.0016784071922302246,0.7588834762573242,1,0,1,21,"Successful"
"[[uses]] high [[comedy]] to [[evoke]] [[surprising]] poignance . ","[[usTes]] high [[comey]] to [[eovke]] [[surrpising]] poignance . ",0.0015518665313720703,0.7437428832054138,1,0,1,23,"Successful"
"director of photography benoit delhomme shot the movie in [[delicious]] colors , and the costumes and sets are [[grand]] . ","director of photography benoit delhomme shot the movie in [[deliciosu]] colors , and the costumes and sets are [[rand]] . ",0.0014871954917907715,0.9989559054374695,1,0,1,27,"Successful"
"a quiet , pure , [[elliptical]] film ","a quiet , pure , [[lliptical]] film ",0.0015889406204223633,0.9100180268287659,1,0,1,10,"Successful"
"a [[dumb]] movie with [[dumb]] [[characters]] doing dumb [[things]] and you have to be really [[dumb]] not to [[see]] where this is [[going]] . ","a [[dumjb]] movie with [[dmb]] [[charactrs]] doing dumb [[thQngs]] and you have to be really [[Lumb]] not to [[Dee]] where this is [[gQing]] . ",0.0022896528244018555,0.024699628353118896,0,0,0,63,"Failed"
"if you believe any of this , i can make you a real deal on [[leftover]] enron stock that will double in value a week from friday . ","if you believe any of this , i can make you a real deal on [[leStover]] enron stock that will double in value a week from friday . ",0.08499348163604736,0.9980499148368835,0,1,0,31,"Successful"
"i 'm just too bored to care . ","i 'm just too bored to care . ",0.0023044943809509277,0.0023044943809509277,0,0,0,16,"Failed"
"not since tom cruise in risky business has an actor made such a [[strong]] impression in his underwear . ","not since tom cruise in risky business has an actor made such a [[strng]] impression in his underwear . ",0.0019710659980773926,0.696929395198822,1,0,1,23,"Successful"
"[[made]] with no [[discernible]] [[craft]] and [[monstrously]] [[sanctimonious]] in dealing with childhood loss . ","[[mnde]] with no [[discernibe]] [[ciaft]] and [[mnstrously]] [[sanctNimonious]] in dealing with childhood loss . ",0.002289891242980957,0.020448029041290283,0,0,0,46,"Failed"
"a [[giggle]] a [[minute]] . ","a [[iggle]] a [[miunte]] . ",0.0014188289642333984,0.9960994124412537,1,0,1,13,"Successful"
"i 've always [[dreamed]] of [[attending]] [[cannes]] , but after [[seeing]] this [[film]] , it 's not that [[big]] a [[deal]] . ","i 've always [[dreaed]] of [[attendign]] [[canns]] , but after [[eseing]] this [[iflm]] , it 's not that [[bg]] a [[deaal]] . ",0.002343893051147461,0.22684842348098755,0,0,0,51,"Failed"
"[[exquisitely]] nuanced in mood tics and dialogue , this chamber drama is [[superbly]] acted by the [[deeply]] [[appealing]] veteran bouquet and the [[chilling]] but quite [[human]] berling . ","[[exqOisitely]] nuanced in mood tics and dialogue , this chamber drama is [[sperbly]] acted by the [[depely]] [[appeaing]] veteran bouquet and the [[cihlling]] but quite [[humaE]] berling . ",0.001501321792602539,0.9468575716018677,1,0,1,59,"Successful"
"movie fans , get ready to take off ... the other direction . ","movie fans , get ready to take off ... the other direction . ",0.9988478422164917,0.9988478422164917,1,1,0,1,"Skipped"
"the [[cold]] [[turkey]] [[would]] 've been a [[far]] [[better]] [[title]] . ","the [[zcold]] [[tukrey]] [[Yould]] 've been a [[afr]] [[bettr]] [[tilte]] . ",0.0023241639137268066,0.8994476199150085,0,1,0,33,"Successful"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9994077682495117,0.9994077682495117,1,1,0,1,"Skipped"
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while [[happily]] killing 94 minutes . ","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while [[hpapily]] killing 94 minutes . ",0.2577577233314514,0.9972414970397949,1,0,1,25,"Successful"
"from the [[opening]] [[scenes]] , it 's [[clear]] that all about the [[benjamins]] is a [[totally]] [[formulaic]] [[movie]] . ","from the [[opeing]] [[scenrs]] , it 's [[lcear]] that all about the [[bnjamins]] is a [[totaly]] [[formularc]] [[mvvie]] . ",0.0022907257080078125,0.24168968200683594,0,0,0,46,"Failed"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[never]] really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[enver]] really builds up a head of emotional steam . ",0.10982054471969604,0.9995566606521606,0,1,0,29,"Successful"
"[[first-time]] [[writer-director]] [[serry]] [[shows]] a [[remarkable]] [[gift]] for [[storytelling]] with this [[moving]] , [[effective]] little [[film]] . ","[[irst-time]] [[writr-director]] [[Iserry]] [[shosw]] a [[remarkabCe]] [[ift]] for [[storytlling]] with this [[movXng]] , [[effetcive]] little [[fqilm]] . ",0.0014908909797668457,0.9901878237724304,1,0,1,59,"Successful"
"what better message than ` love thyself ' could young women of any size receive ? ","what better message than ` love thyself ' could young women of any size receive ? ",0.9972702264785767,0.9972702264785767,0,0,1,1,"Skipped"
"thekids will probably [[stay]] [[amused]] at the kaleidoscope of [[big]] , [[colorful]] characters . ","thekids will probably [[say]] [[amuserd]] at the kaleidoscope of [[bic]] , [[Rolorful]] characters . ",0.0016903877258300781,0.9982538223266602,1,0,1,29,"Successful"
"[[blanchett]] 's [[performance]] [[confirms]] her [[power]] once again . ","[[blanchetU]] 's [[perormance]] [[confirs]] her [[powe]] once again . ",0.0014951229095458984,0.9095287919044495,1,0,1,25,"Successful"
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is [[haunting]] . ","whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[sedcutive]] as it is [[hauntign]] . ",0.0015817880630493164,0.9974546432495117,1,0,1,44,"Successful"
"this [[re-do]] is so [[dumb]] and so [[exploitative]] in its [[violence]] that , [[ironically]] , it [[becomes]] everything that the [[rather]] [[clumsy]] original was railing against . ","this [[er-do]] is so [[dmb]] and so [[exploitcative]] in its [[viokence]] that , [[ironcally]] , it [[becomjs]] everything that the [[sather]] [[cumsy]] original was railing against . ",0.002287149429321289,0.02780371904373169,0,0,0,68,"Failed"
"we know the plot 's a little crazy , but it held my [[interest]] from start to finish . ","we know the plot 's a little crazy , but it held my [[inerest]] from start to finish . ",0.0015649199485778809,0.5758581161499023,1,0,1,22,"Successful"
"another in-your-face wallow in the [[lower]] depths made by people who have never sung those blues . ","another in-your-face wallow in the [[lwoer]] depths made by people who have never sung those blues . ",0.18237924575805664,0.9995012879371643,0,1,0,21,"Successful"
"falls neatly into the category of good stupid fun . ","falls neatly into the category of good stupid fun . ",0.998622715473175,0.998622715473175,0,0,1,1,"Skipped"
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[pleasant]] [[enough]] thing , ` tis . ","stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a [[pVeasant]] [[eonugh]] thing , ` tis . ",0.0015435218811035156,0.9790864586830139,1,0,1,44,"Successful"
"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ","sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0.9994595050811768,0.9994595050811768,1,1,0,1,"Skipped"
"charles ' [[entertaining]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ","charles ' [[entZertaining]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",0.18605953454971313,0.9931061863899231,1,0,1,35,"Successful"
"not [[exactly]] the [[bees]] knees ","not [[exnctly]] the [[bese]] knees ",0.01779848337173462,0.5730342864990234,0,1,0,13,"Successful"
"the fly-on-the-wall method used to document rural french school life is a [[refreshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ","the fly-on-the-wall method used to document rural french school life is a [[rerfeshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ",0.0015740394592285156,0.9942560791969299,1,0,1,35,"Successful"
"more [[romantic]] , more emotional and ultimately more [[satisfying]] than the teary-eyed original . ","more [[lromantic]] , more emotional and ultimately more [[satsfying]] than the teary-eyed original . ",0.0015184283256530762,0.9521051049232483,1,0,1,20,"Successful"
"against all odds in [[heaven]] and hell , it creeped me out just [[fine]] . ","against all odds in [[haeven]] and hell , it creeped me out just [[fnie]] . ",0.26568692922592163,0.5401032567024231,1,0,1,22,"Successful"
"it 's a [[remarkably]] [[solid]] and subtly satirical tour de [[force]] . ","it 's a [[remarkabily]] [[Psolid]] and subtly satirical tour de [[forBce]] . ",0.001445472240447998,0.9800035357475281,1,0,1,24,"Successful"
"it 's everything you do n't go to the movies for . ","it 's everything you do n't go to the movies for . ",0.9993942379951477,0.9993942379951477,1,1,0,1,"Skipped"
"... an otherwise [[intense]] , twist-and-turn thriller that certainly should [[n't]] hurt talented young gaghan 's resume . ","... an otherwise [[ibntense]] , twist-and-turn thriller that certainly should [[nt]] hurt talented young gaghan 's resume . ",0.0015884637832641602,0.9989103078842163,1,0,1,28,"Successful"
"the acting , costumes , music , cinematography and sound are all [[astounding]] given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all [[asounding]] given the production 's austere locales . ",0.001515209674835205,0.9590603113174438,1,0,1,21,"Successful"
"the script is [[n't]] very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ","the script is [[n']] very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ",0.0023046135902404785,0.8826894164085388,0,1,0,24,"Successful"
"[[beautifully]] [[observed]] , miraculously unsentimental comedy-drama . ","[[bautifully]] [[observeRd]] , miraculously unsentimental comedy-drama . ",0.0014802813529968262,0.9989472031593323,1,0,1,14,"Successful"
"belongs to daniel day-lewis as much as it [[belongs]] to martin [[scorsese]] ; it 's a [[memorable]] performance in a [[big]] , [[brassy]] , disturbing , unusual and [[highly]] [[successful]] film . ","belongs to daniel day-lewis as much as it [[belongcs]] to martin [[scrosese]] ; it 's a [[memorabYle]] performance in a [[biOg]] , [[braswsy]] , disturbing , unusual and [[highlUy]] [[sucessful]] film . ",0.0014426112174987793,0.770992636680603,1,0,1,63,"Successful"
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[little]] of the nervy originality of its groundbreaking small-screen progenitor . ","as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[littse]] of the nervy originality of its groundbreaking small-screen progenitor . ",0.0023447275161743164,0.9994767308235168,0,1,0,31,"Successful"
"building slowly and subtly , the film , sporting a breezy [[spontaneity]] and realistically drawn characterizations , [[develops]] into a [[significant]] character [[study]] that is both [[moving]] and [[wise]] . ","building slowly and subtly , the film , sporting a breezy [[Opontaneity]] and realistically drawn characterizations , [[developQs]] into a [[significano]] character [[stduy]] that is both [[movixg]] and [[iwse]] . ",0.0014652013778686523,0.7097049951553345,1,0,1,55,"Successful"
"thanks to haynes ' absolute control of the film 's mood , and [[buoyed]] by three [[terrific]] [[performances]] , far from [[heaven]] actually pulls off this stylistic juggling act . ","thanks to haynes ' absolute control of the film 's mood , and [[Uuoyed]] by three [[terrifiD]] [[peformances]] , far from [[heaen]] actually pulls off this stylistic juggling act . ",0.0015687346458435059,0.5357930660247803,1,0,1,46,"Successful"
"an overemphatic , would-be wacky , [[ultimately]] [[tedious]] sex farce . ","an overemphatic , would-be wacky , [[ultimateJy]] [[tedWous]] sex farce . ",0.0022830963134765625,0.6154290437698364,0,1,0,17,"Successful"
"candid and [[comfortable]] ; a film that [[deftly]] [[balances]] action and [[reflection]] as it lets you grasp and [[feel]] the [[passion]] others have for their work . ","candid and [[comforatble]] ; a film that [[dZeftly]] [[Abalances]] action and [[refliction]] as it lets you grasp and [[fel]] the [[pUassion]] others have for their work . ",0.0014529824256896973,0.950630247592926,1,0,1,53,"Successful"
"partway through watching this [[saccharine]] , [[easter-egg-colored]] [[concoction]] , you [[realize]] that it is [[made]] up of three episodes of a [[rejected]] tv show . ","partway through watching this [[sacharine]] , [[easter-egg-oclored]] [[concocton]] , you [[eralize]] that it is [[amde]] up of three episodes of a [[rejceted]] tv show . ",0.002302110195159912,0.5856963396072388,0,1,0,51,"Successful"
"... [[designed]] to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of [[unintentional]] howlers and numerous yawns . ","... [[designeS]] to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of [[unintentionqal]] howlers and numerous yawns . ",0.08413243293762207,0.5685232877731323,0,1,0,30,"Successful"
"smart , [[provocative]] and blisteringly [[funny]] . ","smart , [[provoRcative]] and blisteringly [[Xfunny]] . ",0.0014619827270507812,0.73857581615448,1,0,1,13,"Successful"
"hit and [[miss]] as far as the comedy goes and a big ole ' [[miss]] in the way of story . ","hit and [[Aiss]] as far as the comedy goes and a big ole ' [[mss]] in the way of story . ",0.0022698044776916504,0.9994116425514221,0,1,0,26,"Successful"
"[[good]] film , but very glum . ","[[gcood]] film , but very glum . ",0.30215775966644287,0.998866617679596,1,0,1,10,"Successful"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.8974181413650513,0.8974181413650513,1,1,0,1,"Skipped"
"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ","american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ",0.9990260601043701,0.9990260601043701,1,1,0,1,"Skipped"
"it [[appears]] that [[something]] has been [[lost]] in the [[translation]] to the screen . ","it [[alppears]] that [[smoething]] has been [[lot]] in the [[translatiLon]] to the screen . ",0.0023152828216552734,0.9858947396278381,0,1,0,34,"Successful"
"but it could have been [[worse]] . ","but it could have been [[wors]] . ",0.006639003753662109,0.077578604221344,0,0,0,15,"Failed"
"[[like]] being [[trapped]] at a [[perpetual]] [[frat]] [[party]] ... how can [[something]] so [[gross]] be so [[boring]] ? ","[[lkie]] being [[trappe]] at a [[perpelual]] [[fart]] [[aprty]] ... how can [[somethnig]] so [[grsos]] be so [[oring]] ? ",0.0023017525672912598,0.00897449254989624,0,0,0,49,"Failed"
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.9764453172683716,0.9764453172683716,1,1,0,1,"Skipped"
"how do you spell [[cliché]] ? ","how do you spell [[cLiché]] ? ",0.002346217632293701,0.01896888017654419,0,0,0,14,"Failed"
"something [[like]] scrubbing the [[toilet]] . ","something [[liXke]] scrubbing the [[tolet]] . ",0.002353489398956299,0.06663870811462402,0,0,0,22,"Failed"
"this tenth feature is a [[big]] deal , indeed -- at least the [[third-best]] , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ","this tenth feature is a [[biw]] deal , indeed -- at least the [[third-besR]] , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",0.001503586769104004,0.6185290813446045,1,0,1,43,"Successful"
"[[chilling]] , [[well-acted]] , and [[finely]] directed : david jacobson 's dahmer . ","[[hcilling]] , [[wel-acted]] , and [[finley]] directed : david jacobson 's dahmer . ",0.0015372037887573242,0.7502926588058472,1,0,1,22,"Successful"
"this piece of channel 5 grade trash is , quite frankly , an [[insult]] to the intelligence of the true genre enthusiast . ","this piece of channel 5 grade trash is , quite frankly , an [[ipsult]] to the intelligence of the true genre enthusiast . ",0.0022780299186706543,0.805921196937561,0,1,0,25,"Successful"
"few films [[capture]] so [[perfectly]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ","few films [[catpure]] so [[eprfectly]] the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ",0.0015595555305480957,0.9774166941642761,1,0,1,35,"Successful"
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is [[one]] of the most [[compelling]] variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is [[ne]] of the most [[compellnig]] variations on in the company of men . ",0.001489102840423584,0.6095364093780518,1,0,1,35,"Successful"
