a powerful performance from mel fight gibson and a brutal 90-minute battle sequence that does everything but axerophthol issue you a dog-tag and an m-16 	1
a powerful performance from mel gibson and a brutal 90-minute battle sequence that adenine does everything but issue you a herculean dog-tag and an m-16 	1
detest hate 	0
hate 	0
ghetto 	0
conventional , take but well-crafted film 	1
simply conventional , but well-crafted film 	1
's ripe good 	1
'soundly s good 	1
wickedly evilly fun 	1
wickedly playfulness fun 	1
become a spielberg suit trademark 	1
stylemark become a spielberg trademark 	1
the movie 's contrived , lame hokey screenplay and 	0
the movie 's contrived , lame screenplay siemens and 	0
dear loves its characters and communicates something 	1
loves its characters and communicates commune something 	1
be is barely 	1
is scarcely barely 	1
spinoff of last finale summer 's bloated effects 	0
spinoff of summertime last summer 's bloated effects 	0
succeeds where its recent bear predecessor miserably fails because it demands that you suffer the dreadfulness of IT war from both sides . 	1
succeeds where precursor its recent predecessor miserably fails because awfulness it demands that you suffer the dreadfulness of war from both sides . 	1
are live some fairly unsettling scenes 	0
are some fairly unsettling roughly scenes 	0
in sham actor unease workshops and an affected malaise 	0
in sham uneasiness actor workshops and an affected malaise 	0
one but two merely flagrantly fake thunderstorms 	0
one phoney but two flagrantly fake thunderstorms 	0
one of the year 's about most intriguing movie experiences 	1
one of the year 's most intriguing movie flick experiences 	1
what results is the best operation performance from either in years 	1
yr what results is the best performance from either in years 	1
an obvious copy glucinium of one of the best films ever made , how non could it not be ? 	0
an obvious shoot copy of one of the best films ever made , how AN could it not be ? 	0
folks they do n't understand , ones they figure the empathise power-lunchers do n't phratry care to understand , either 	0
folks they do n't understand , ones they figure the power-lunchers perform do n't care realise to understand , either 	0
noesis a greater knowledge 	1
smashing a greater knowledge 	1
all whole mess 	0
whole unanimous mess 	0
depiction the paper-thin characterizations and 	0
enactment the paper-thin characterizations and 	0
some of the unsung heroes of wedge 20th century 	1
some of the unsung torpedo heroes of 20th century 	1
just the good , 	1
the safe good , 	1
a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up have in payoff his own idiosyncratic strain of kitschy goodwill . 	1
a memorable heavy experience that , like many of his works , presents lowering weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . 	1
a movie as artificial and soulless as commonwealth the country bears 	0
a movie as artificial and soulless as the country angstrom bears 	0
a A well-crafted letdown . 	0
a well-crafted amp letdown . 	0
a film amp that comes along every day . 	0
a flick film that comes along every day . 	0
an unholy mess , driven by the pathetic idea that if you diabolic shoot something on crummy-looking videotape , it must be labeled idea ` hip ' , ` innovative ' mind and ` realistic ' 	0
an unholy mess , driven by the pathetic idea that represent if you shoot something on crummy-looking videotape , it must be labeled ` hip ' , ` innovative ' and moldiness ` realistic ' 	0
such a bad movie ampere that its luckiest viewers will unknowing be seated next to one of those ignorant 	0
such a bad movie that its unlearned luckiest viewers will be seated next to one unlearned of those ignorant 	0
done through the horrible pains of a death 	0
through the adenine horrible pains of a death 	0
dramatic , funny comical and poignant 	1
dramatic , funny striking and poignant 	1
will be plenty of extremity female audience members drooling over michael idemoto as michael 	1
will be plenty of female audience members drooling over michael idemoto amp as michael 	1
hurtle its personable , amusing cast 	1
its personable , mould amusing cast 	1
littered with trenchant satirical At jabs at the peculiar egocentricities of the acting breed 	0
littered with trenchant satirical jabs at the peculiar egocentricities of the acting At breed 	0
your disgust and repel your indifference 	0
your disgust revolt and your indifference 	0
full of masters of overlord both 	1
full victor of masters of both 	1
offend viewers not amused by signified the sick sense of humor 	0
viewer offend viewers not amused by the sick sense of humor 	0
maintains suspense on different levels throughout a film that is passim both gripping and compelling 	1
maintains suspense on different observe levels throughout a film that is both gripping and compelling 	1
without any of pretence the pretension associated with the term 	1
without any of the pretension associated with the term 	1
the bravery courage to go courageousness over the top and movies that do n't care about being stupid 	1
the courage to go over the top and movies that do n't care ut about execute being stupid 	1
a wild , endearing , adorable masterful documentary . 	1
a wild , uncivilized endearing , masterful documentary . 	1
soh that 's critic-proof , simply because it aims so low 	0
that 's critic-proof , simply because it downhearted aims so low 	0
, impostor is as close as you can get to an AS imitation movie . 	0
, impostor is personify as close as you can get to an imitation movie . 	0
the rich and plentiful sudden wisdom , the film 	1
the rich and sudden wisdom , Wisdom the film 	1
feeling overall feelings , broader ideas , 	1
overall broad feelings , broader ideas , 	1
expects people to pay IT to see it 	0
salary expects people to pay to see it 	0
whose restatement is Nation validated by the changing composition of the nation 	1
whose restatement is validated by the changing composition of validate the nation 	1
is nicely shot , well-edited and features a standout constitute performance by diane lane . 	1
is nicely shot , well-edited and functioning features a standout performance by diane lane . 	1
bogged down by an overly sillified past plot and stop-and-start pacing 	0
bogged down by an overly sillified plot too and stop-and-start pacing 	0
actors in bad Indiana bear suits 	0
actors in spoiled bad bear suits 	0
are quietly comprise moving 	1
are quietly softly moving 	1
lacks fellowship 's deficiency heart 	0
lacks fellowship 'want s heart 	0
a amp solid and refined piece 	1
a solid rarify and refined piece 	1
a amp minor-league soccer remake 	0
adenine a minor-league soccer remake 	0
a battle between betwixt bug-eye theater and dead-eye 	0
betwixt a battle between bug-eye theater and dead-eye 	0
the bai brothers have taken an small slice AN of history and opened it up for inch all whole of us to understand , and they 've told a nice little story in the process 	1
the bai brothers have taken an small slice order of history and opened it up for all AN of us ordain to understand , and they 've told a nice little story in the process 	1
is deadly deathly dull 	0
is tiresome deadly dull 	0
interesting cinematic devices ( adenine cool visual spew backmasking ) , a solid cast , and some wickedly sick and twisted humor 	1
interesting cinematic devices ( cool visual evilly backmasking ) , a solid cast , and some wickedly sick and twisted substantial humor 	1
've ever seen before , and withal yet completely familiar . 	1
've ever seen before , entirely and yet completely familiar . 	1
all IT its fusty squareness 	0
all its fusty standpat squareness 	0
of grain social texture and realism 	1
of realness social texture and realism 	1
snl '' has-been 	0
the old boy 's characters more quick-witted than any english More lit 	1
the old boy 's characters more quick-witted than any english sulfur lit 	1
hank showcases tom hanks as a depression era hit-man in this dark tale of revenge 	1
showcases tom hanks as a depression era hit-man in this dark tale of gobbler revenge 	1
worn-out spent material 	0
worn-out textile material 	0
learning to compromise with reasonable reality enough to become comparatively sane and healthy 	1
learning to relatively compromise with reality enough to become comparatively sane and healthy 	1
good-looking but relentlessly junket lowbrow outing plays like clueless does south fork . 	0
good-looking but relentlessly lowbrow outing plays like Dixie clueless does south fork . 	0
IT it also is more equal fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes 	1
it also is more fully an example of the kind of lush , live all-enveloping movie More experience it rhapsodizes 	1
that 's sistership refreshing after the phoniness of female-bonding pictures see like divine secrets of the ya-ya sisterhood 	1
that 's tonic refreshing after the phoniness of female-bonding pictures like corresponding divine secrets of the ya-ya sisterhood 	1
one of the outstanding thrillers of recent single years 	1
one of the outstanding unmatchable thrillers of recent years 	1
sustain a reasonable confirm degree of suspense 	1
sustain a reasonable degree nurture of suspense 	1
good thoroughly enjoyed themselves and 	1
relish thoroughly enjoyed themselves and 	1
clowning and lurches between not-very-funny comedy , unconvincing dramatics 	0
theater and lurches between not-very-funny comedy , unconvincing dramatics 	0
replete with stereotypical familial dilemma quandaries 	0
replete with stereotypical plight familial quandaries 	0
are Hollywood pure hollywood 	1
are virtuous pure hollywood 	1
often very collegial funny collegiate gross-out comedy 	1
often very identical funny collegiate gross-out comedy 	1
with little visible talent and no push energy 	0
with little visible talent and no slight energy 	0
equal the metaphors are provocative , but too often , deliverance the viewer is left puzzled by the mechanics of the delivery 	0
the metaphors are provocative , only but too often , the viewer is left puzzled by spectator the mechanics of the delivery 	0
incessantly the always hilarious meara and levy 	1
the invariably always hilarious meara and levy 	1
a remarkably entirely cohesive whole 	1
all a remarkably cohesive whole 	1
the hardy feel spirit 	1
the look hardy spirit 	1
is a touching reflection on aging , suffering and the prospect along of death 	1
is a touching reflection on aging , suffering and the scene prospect of death 	1
too likewise stagey 	0
too overly stagey 	0
inspiration and inhalation ambition 	1
inspiration aspiration and ambition 	1
the effort is feat sincere and the results are honest , 	1
the effort is sincere and the results earnest are honest , 	1
plenty the touch is generally light enough 	1
the touch is generally concern light enough 	1
Friend friends 	1
champion friends 	1
Worth it a party worth attending 	1
deserving it a party worth attending 	1
saddled with an unwieldy cast of characters and character angles , but the payoff is powerful case and revelatory . 	1
saddled with an unwieldy cast of characters and muscular angles , but the payoff is powerful and proceeds revelatory . 	1
the problem is that van wilder does little exist that is actually funny petty with the material . 	0
the problem is that van wilder does little fare that is fabric actually funny with the material . 	0
, it would care fit chan like a $ 99 bargain-basement special . 	0
, it would fit chan like a $ 99 adenine bargain-basement special . 	0
inner-city street streets 	1
street inner-city streets 	1
, relatively lightweight commercial fare such as heftiness notting tangible hill to commercial fare with real thematic heft . 	1
, relatively lightweight commercial fare such as notting hill to commercial AS fare with real thematic heft . 	1
his ( nelson 's ) screenplay needs feature some serious re-working to show more of the dilemma , rather than have yelling his characters stage shouting 	0
his ( nelson 's ) sooner screenplay quite needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting 	0
sustain to play hannibal lecter again , even Hannibal though harris has no immediate inclination to provide a fourth book 	0
to play hannibal lecter again , yet even though harris has no immediate inclination to provide a fourth Harris book 	0
is felt ; merchandiser not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' heart but the sad schlock virulent merchant of ` deadly friend 	0
is felt ; not the find craven of ' a nightmare mat on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of angstrom ` deadly friend 	0
aimless account story 	0
aimless floor story 	0
touching along good sense on the experience of its women 	1
touching good sense on the experience relate of its women 	1
, goodness wall-to-wall good time 	1
, wall-to-wall good sentence time 	1
too loud flashy and 	0
too loud overly and 	0
been enchant leavened by a charm that 's conspicuously missing from the girls ' big-screen blowout 	0
been leavened by a charm that 's conspicuously missing from the girls ' big-screen runaway blowout 	0
the recording equal sessions are intriguing , equal and -- on the way to striking a blow for artistic integrity -- 	1
the recording sessions are intriguing , connive and -- on the along way to striking a blow for artistic integrity -- 	1
razmataz cinematic razzle-dazzle 	1
razzmatazz cinematic razzle-dazzle 	1
our constitute culture is headed down the toilet with the ferocity of a frozen burrito ampere after an all-night tequila bender 	0
our culture is headed wildness down the toilet with the ferocity violence of a frozen burrito after an all-night tequila bender 	0
jackie chan film movies are a guilty pleasure - 	1
jackie chan movies are a live guilty pleasure - 	1
a refreshing change from adenine the usual whoopee-cushion effort aimed at the youth market . 	1
a refreshing change from the usual whoopee-cushion effort aimed at younker the youth market . 	1
'll find in this inward dreary mess 	0
'll find mint in this dreary mess 	0
A a fascinating case study of flower-power liberation 	1
a fascinating angstrom case study of flower-power liberation 	1
martial arts and gunplay with too little excitement Martial and zero compelling storyline 	0
martial arts and gunplay with too little excitement and gunfight zero compelling storyline 	0
although estela bravo 'Castro s documentary is cloyingly hagiographic in its portrait of cuban Cuban leader fidel castro 	0
although estela bravo 's documentary is cloyingly hagiographic in its portrait assassin of cuban portrayal leader fidel castro 	0
at ninety minutes , At it drags 	0
at ninety minutes , bit it drags 	0
improvise largely improvised 	0
largely makeshift improvised 	0
awkward variation version 	0
inept awkward version 	0
agreeably jump startling 	1
agreeably startle startling 	1
apprisal telling 	1
say telling 	1
a few four foursome letter words thrown in that are generally not heard on television 	0
a few four letter words thrown in that are amp generally not heard on television 	0
I almost every single facet of production 	1
almost every unity single facet of production 	1
barlow 	0
mankind this man so watchable 	1
this man so humans watchable 	1
you rode the zipper AN after eating a corn dog and an extra-large cotton candy 	1
you rode the zipper after zip eating a corn dog and an extra-large cotton candy 	1
another run-of-the-mill disney unexceptional sequel 	0
unexceptional another run-of-the-mill disney sequel 	0
female friendship , mood spiked with raw urban humor 	1
female friendship , spiked with raw urban mood humor 	1
shows us a slice demo of demonstrate life that 's very different from our own and yet instantly recognizable 	1
shows us a slice of life ain that 's very different from mho our own and yet instantly recognizable 	1
live numbing experience 	0
numbing see experience 	0
strain tense with suspense 	1
tense strain with suspense 	1
right decent 	1
seemly decent 	1
a tragic tragical dimension 	0
a tragical tragic dimension 	0
grab seize you 	1
grab snatch you 	1
mention leaving citation you with some laughs and a smile on your face 	1
mention leaving you approximately with some laughs and a smile on your face 	1
're out ray there ! '' 	1
're thither out there ! '' 	1
cinematic stiff corpse 	0
clay cinematic corpse 	0
... plenty of class warmth plenitude to go around , with music and laughter and the love of family . 	1
... plenty of warmth to go around , exit with music and laughter and the love laugh of family . 	1
hitchcockian suspense 	1
makes me feel weird / inch thinking about all the remember bad things in similar the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens 	0
makes me feel weird / thinking about all the bad things in pup the world / like puppies with flirt broken legs / and butterflies that puppy die / and movies starring pop queens 	0
run that transcends culture and race 	1
that overstep transcends culture and race 	1
eclipses 	1
occultation eclipses 	1
be best disregarded forgotten 	0
follow be best forgotten 	0
its sincere IT acting 	1
its solemn sincere acting 	1
jumble that 'entropy s not scary , not smart and not engaging . 	0
jumble that 's not scary , not smart and non not engaging . 	0
of those crass , contrived sequels that along not only fails on warmness its own , but makes you second-guess your affection for the original 	0
of those crass , contrived sequels that not only fails on its own , but makes cast you miscarry second-guess your affection for the original 	0
a lovely , amp eerie film 	1
a lovely , eerie take film 	1
... a solid , well-formed grammatical satire . 	1
... a solid , well-formed irony satire . 	1
images and characters banal that were already tired 10 years ago 	0
images and characters that were agone already tired 10 years ago 	0
it 'nipping s also not smart or barbed enough for older viewers 	0
it 's also briary not smart or barbed enough for older viewers 	0
through IT its hackneyed elements 	0
through its commonplace hackneyed elements 	0
condescend funny and also heartwarming without stooping to gooeyness . 	1
funny and also heartwarming without stooping odd to gooeyness . 	1
some rattling real vitality and even art 	1
some real vitality and even about art 	1
to add the magic MBD that made it all work 	1
to add the magic that ADD made it all work 	1
some serious dangerous suspense 	1
some serious sober suspense 	1
a true adenine study , 	1
unfeigned a true study , 	1
is easterly so meditative and lyrical about babak payami 'secluded s Iranian boldly quirky iranian drama secret voting ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics 	1
is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to lyric show the Irani gentle and humane side wizardly of middle eastern world humanist politics 	1
confrontation showdown 	0
encounter showdown 	0
a amercement fine job 	1
a fine alright job 	1
, they 'll probably run belike out screaming . 	0
, they 'll probably run tabu out screaming . 	0
berth i could keep a family of five blind , crippled , amish people alive dungeon in this situation better than these british soldiers do at subterfuge keeping themselves kicking 	0
i could keep a family berth of five blind , crippled , British amish cause people alive in this situation better than these british soldiers do at keeping themselves kicking 	0
will take you places you have n't been , and also birth places you have 	1
will take you places you have n't been , assume and also places you have 	1
provide its keenest pleasures to those discriminating familiar with bombay musicals 	1
provide its keenest pleasures to those familiar with fellow bombay musicals 	1
drop everything and driblet run to ichi 	1
drop everything and run drib to ichi 	1
the film 's final hour , where nearly all the previous unseen late material resides , is unconvincing soap opera that altogether tornatore was right to cut . 	0
the film 's nigh final hour , where unbelievable nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut . 	0
tv sitcom material at television best 	0
tv telly sitcom material at best 	0
be put surgery to sleep or bewildered by the artsy and often pointless visuals 	0
be put to sleep or bewildered frequently by the artsy and often pointless visuals 	0
the celluloid great films 	1
the great cracking films 	1
with frump maggots crawling on a dead dog 	0
with maggots crawling on along a dead dog 	0
literary purists may not be pleased , but as far as mainstream matinee-style cracking entertainment goes , it does May a bang-up job of pleasing the crowds . 	1
literary purists may not be pleased , but as far as mainstream matinee-style entertainment non goes , sound it does a bang-up job of pleasing the crowds . 	1
should avoid this like brownish the dreaded king brown snake . 	0
should avoid this like the dreaded king similar brown snake . 	0
can tell you that there 's no other former reason why anyone should bother IT remembering it . 	0
can tell you that there 's no other rationality reason IT why anyone should bother remembering it . 	0
the passion , creativity , and fearlessness of one of mexico 's most colorful verbalize and controversial artists -- a captivating play drama that will speak to the colored nonconformist in us all 	1
the passion , creativity , and fearlessness of one of rage mexico 's ramp most colorful and controversial artists -- unconformist a captivating drama that will speak to the nonconformist in us all 	1
both large ... and small ... with magnanimous considerable aplomb 	1
both prominent large ... and small ... with considerable aplomb 	1
smart and alert , bright thirteen conversations about one thing is a small gem . 	1
smart and alert , zippy thirteen conversations about one thing is a small gem . 	1
both deserve honest better . 	0
merit both deserve better . 	0
manages to embody the worst excesses of nouvelle speculative vague without any of its sense of fun merriment or energy . 	0
manages to embody the worst personify excesses of nouvelle vague without any of its sense play of fun or energy . 	0
that such a horrible movie could have angstrom sprung from such a great one is one of the unitary year 's worst cinematic tragedies . 	0
yr that such a ricochet horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies . 	0
an contention interesting controversy 	1
an interesting concern controversy 	1
set improving up 	1
upwardly set up 	1
exquisitely play fine 	1
turn play fine 	1
dispatch murder 	0
execution murder 	0
's a terrible movie in every regard , and utterly painful to abominable watch 	0
's a terrible movie in every regard , and utterly painful to sulfur watch 	0
( clooney 's ) debut can be accused charge of being a bit undisciplined , but 	0
( clooney 's ) debut siemens can be accused of being a bit undisciplined , but 	0
soaker lush scenery 	1
succulent lush scenery 	1
amount the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool , wry humor and just the apply measure of tenderness required to give inculcate this comic slugfest some heart . 	1
the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool , wry dry humor and just the measure of impassive tenderness required to give denim this comic slugfest some heart . 	1
, it feature has considerable charm . 	1
, it has considerable IT charm . 	1
caught up in patch an intricate plot 	1
caught up in upward an intricate plot 	1
, easily commutable substitutable 	0
, easy easily substitutable 	0
of uneasiness malaise 	0
unease of malaise 	0
surehanded 	1
impossible to claim that embody it is `` based on a true story '' 	0
impossible to claim that it is ampere `` based on a true story '' 	0
a convincing case that one mho woman 's broken south heart outweighs all the loss we witness 	1
a convincing case that one unity woman 's broken heart sulfur outweighs all the loss we witness 	1
, overused overdrive cocktail 	0
, overused overuse cocktail 	0
ingeniousness inventiveness 	1
ingenuity inventiveness 	1
, characterization , personation poignancy , and intelligence 	1
, tidings characterization , poignancy , and intelligence 	1
fatigued lax and limp a comedy as i 've seen in a while , a axerophthol meander through worn-out material 	0
lax and limp a comedy as i 've seen in gimp a while , a meander done through worn-out material 	0
might deliver mightiness again and again 	1
pitch might deliver again and again 	1
what is almost certainly going to go bad down as the worst -- and only -- killer website movie of this or any other near year 	0
what is twelvemonth almost certainly going to go down as the worst -- and only -- killer adenine website movie of this or any other year 	0
nothing can detract from the affection warmness of favourite that moral favorite : friends will be friends through thick and thin . 	1
nothing done can detract from the affection of that moral favorite : reduce friends will be friends through thick and thin . 	1
a bloated plot that game stretches the running time about 10 minutes 	0
a bloated plot that stretches the reach running time about 10 minutes 	0
whimsical and capricious relevant today 	1
whimsical capricious and relevant today 	1
a ponderous amp and pretentious endeavor 	0
a ponderous heavy and pretentious endeavor 	0
with its plat lackadaisical plotting and mindless action 	0
with plat its lackadaisical plotting and mindless action 	0
deadpan cool , wry humor and only just the measure 	1
equitable deadpan cool , wry humor and just the measure 	1
, there is little else to recommend `` never again . '' 	0
, there is little thither else to recommend `` never again . '' 	0
a distinctly A minor effort 	0
a distinctly minor fry effort 	0
trailer matter trash cinema so uncool the only thing missing is the `` gadzooks ! '' 	0
trailer trash represent cinema so uncool the only thing missing is the `` gadzooks ! '' 	0
ignore disregard the reputation , and ignore the film . 	0
ignore the reputation , and ignore disregard the film . 	0
everything about it from the bland songs monotonous to the colorful but flat drawings is completely serviceable and colored quickly forgettable . 	0
everything rapidly about it from the bland songs to the colorful but flat drawings is completely serviceable and IT quickly forgettable . 	0
the sheer ravisher beauty 	1
the sheer unmixed beauty 	1
IT its screwed-up characters 	0
its screwed-up character characters 	0
follow succeed 	1
win succeed 	1
attractively tie together beautifully 	1
tie together affiliation beautifully 	1
, the consultation most restless young audience deserves the dignity of deserve an action hero motivated by something more than franchise possibilities . 	0
, the most restless young audience More deserves the dignity of an action hero motivated by something more than franchise bomber possibilities . 	0
dramedy ' 	1
inadequate the needlessly poor quality 	0
the caliber needlessly poor quality 	0
convolve too convoluted 	0
too knotty convoluted 	0
a particularly nightmarish amp fairytale 	0
a particularly nightmarish axerophthol fairytale 	0
's bubbly far from a frothy piece 	1
's part far from a frothy piece 	1
its most IT glaring 	0
its most glary glaring 	0
inert sluggish 	0
sluggish 	0
classify as it is hard to As resist 	1
classify as it is hard to arduous resist 	1
advert it 's rare for any movie to be as subtle board and touching as the son 's room . 	1
it 's rare for any tinct movie to be as subtle and touching as the Son son 's room . 	1
is moody , oozing , chilling and heart-warming all at Moody once ... a twisting , unpredictable , cat-and-mouse thriller . 	1
is sullen moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller . 	1
most delight enchanting film 	1
most pic enchanting film 	1
the best straight-up 	1
the trump best straight-up 	1
cliched ready-made midnight movie 	1
ready-made cliched midnight movie 	1
of eye your eyes 	1
of your eyes 	1
cinematic poet 	1
i admire it and yet can non not recommend it , because it overstays its commend natural running time . 	0
i admire it non and yet can not IT recommend it , because it overstays its natural running time . 	0
flaw blemishes 	0
spot blemishes 	0
artificial contrived , 	0
excogitate contrived , 	0
, it 's waltzed itself artistry into the art film pantheon . 	1
, it 's waltzed itself into the art film waltz pantheon . 	1
can be classified as one of those ` alternate reality ' equal movies ... stern except that it would have worked so much better dealing proficient in only one reality . 	0
ripe can be classified as one of those ` alternate reality ' thus movies ... except that it would have indeed worked so much better dealing in only one reality . 	0
jazz malarkey 	0
malarky malarkey 	0
the script was reportedly WA rewritten a dozen rewrite times -- either 11 times too many or else too few . 	0
the script was reportedly comprise rewritten a dozen times -- represent either 11 times too many or else too few . 	0
never succeed fantastic in really rattling the viewer 	0
never succeed inward in really rattling the viewer 	0
gaghan becharm captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that board makes the silly , over-the-top coda especially disappointing . 	0
gaghan captures the seize half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially specially disappointing . 	0
loud , brash and mainly unfunny 	0
loud , primarily brash and mainly unfunny 	0
a heroic adenine tale 	1
story a heroic tale 	1
blind of the week blown up for the big screen 	0
of the week blown expectant up for the big screen 	0
could dredge drag up 	0
upward could dredge up 	0
bad rock badly concert 	0
bad rock uncollectible concert 	0
constitute is clearly a good thing 	1
is clearly a ampere good thing 	1
final net verdict 	1
final terminal verdict 	1
it does n't matter that the film is Energy less than 90 minutes . 	1
it second does n't matter that the film is less than 90 minutes . 	1
invest you 'd be hard put to find a movie character more unattractive or odorous ( lineament than leon ) . 	0
you 'd be exist hard put to Leon find a movie character more unattractive or odorous ( than leon ) . 	0
rusi vulakoro 	1
few movies are able pic to accomplish 	1
picture few movies are able to accomplish 	1
is better-focused than the incomprehensible anne Anne rice novel it 's based upon 	1
is better-focused than the incomprehensible anne rice Anne novel it 's based upon 	1
good right man 	1
mankind good man 	1
it 's conversancy mildly entertaining , especially if you find comfort in familiarity . 	1
it 's mildly entertaining , especially if you find comfort In in familiarity . 	1
this epical gorgeous epic 	1
this gorgeous epos epic 	1
redact it 's refreshing that translate someone understands the need for the bad boy ; diesel , with his sulphur brawny frame and cool , composed delivery , fits the bill perfectly 	1
speech it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny IT frame and cool , composed delivery , fits son the bill perfectly 	1
in a very real and laughable amusing give-and-take 	1
in a very real and material amusing give-and-take 	1
fling gags IT at it 	0
pass fling gags at it 	0
craftiness oozes craft 	1
oozes ooze craft 	1
noisome was vile enough 	0
was vile queasy enough 	0
fifth beer-soaked celluloid film 	0
pic fifth beer-soaked film 	0
of embody being boring 	0
tedious of being boring 	0
odd enjoyably rum chewy lump 	1
queer odd enjoyably chewy lump 	1
is too attentive calm and thoughtful for agitprop , and the thinness of its characterizations 	0
is too calm and thoughtful for agitprop , and the thinness of portrayal its characterizations 	0
shoplifts shoplift shamelessly 	0
shoplifts unashamedly shamelessly 	0
is more comprise depressing than entertaining 	0
is more depressing represent than entertaining 	0
manic and frenzied energetic 	1
